,date,time,race,type,race perceived prior,experience,location,sunsettime,dusktime,mins_sunset,mins_dusk,mins_stop_time,mins_before_dusk,itp,dark
4521,2022-01-18 21:17:00,1900-01-01 21:17:00,white,"3_Non-moving violation, including registration",No,6.0,700 Redwood Highway Frontage,17:18:25,17:47:36,1038.0,1068.0,1277.0,-209.0,0,1
4523,2022-01-18 21:40:00,1900-01-01 21:40:00,white,,Yes,5.0,8000 Binford Rd,17:18:25,17:47:36,1038.0,1068.0,1300.0,-232.0,0,1
4524,2022-01-18 22:16:00,1900-01-01 22:16:00,white,,Yes,15.0,5000 Sir Francis Drake ,17:18:25,17:47:36,1038.0,1068.0,1336.0,-268.0,0,1
4526,2022-01-19 22:18:00,1900-01-01 22:18:00,black/african american,2_Equipment violation,No,2.0,Sb 101 @ 37,17:19:30,17:48:37,1040.0,1069.0,1338.0,-269.0,0,1
4529,2022-01-19 16:37:00,1900-01-01 16:37:00,hispanic/latino(a),2_Equipment violation,No,5.0,Miller creek/Marin wood ,17:19:30,17:48:37,1040.0,1069.0,997.0,72.0,0,0
4532,2022-01-19 20:12:00,1900-01-01 20:12:00,hispanic/latino(a),2_Equipment violation,No,0.0,00uthbound 101 at Marin City,17:19:30,17:48:37,1040.0,1069.0,1212.0,-143.0,1,1
4533,2022-01-19 21:15:00,1900-01-01 21:15:00,white,1_Moving violation,No,7.0,900 sir Francis drake ,17:19:30,17:48:37,1040.0,1069.0,1275.0,-206.0,0,1
4534,2022-01-19 20:24:00,1900-01-01 20:24:00,hispanic/latino(a),"3_Non-moving violation, including registration",No,0.0,Northbound 101 at Shoreline,17:19:30,17:48:37,1040.0,1069.0,1224.0,-155.0,1,1
4535,2022-01-19 21:19:00,1900-01-01 21:19:00,white,2_Equipment violation,No,0.0,20 Burgess Ct,17:19:30,17:48:37,1040.0,1069.0,1279.0,-210.0,0,1
4542,2022-01-20 21:30:00,1900-01-01 21:30:00,black/african american,2_Equipment violation,No,3.0,Redwood highway frontage rd/ Seminary Dr,17:20:35,17:49:39,1041.0,1070.0,1290.0,-220.0,0,1
4543,2022-01-20 22:58:00,1900-01-01 22:58:00,black/african american,1_Moving violation,No,3.0,Hwy 101/ Paradise Dr,17:20:35,17:49:39,1041.0,1070.0,1378.0,-308.0,0,1
4544,2022-01-20 22:08:00,1900-01-01 22:08:00,white,2_Equipment violation,No,3.0,Hwy 101/ No name off ramp ,17:20:35,17:49:39,1041.0,1070.0,1328.0,-258.0,0,1
4545,2022-01-20 23:38:00,1900-01-01 23:38:00,black/african american,2_Equipment violation,No,3.0,Hwy 101/ Seminary Dr,17:20:35,17:49:39,1041.0,1070.0,1418.0,-348.0,0,1
4547,2022-01-20 20:00:00,1900-01-01 20:00:00,hispanic/latino(a),1_Moving violation,No,0.0,Belvedere Dr and Bayview Terrace,17:20:35,17:49:39,1041.0,1070.0,1200.0,-130.0,1,1
4548,2022-01-20 20:06:00,1900-01-01 20:06:00,white,2_Equipment violation,No,0.0,798 Redwood Hwy Frontage Road,17:20:35,17:49:39,1041.0,1070.0,1206.0,-136.0,1,1
4558,2022-01-20 22:30:00,1900-01-01 22:30:00,white,,Yes,0.0,Knoll/ N Knoll,17:20:35,17:49:39,1041.0,1070.0,1350.0,-280.0,0,1
4559,2022-01-21 16:10:00,1900-01-01 16:10:00,white,,Yes,,900 Redwood Highway Frontage Rd,17:21:41,17:50:41,1042.0,1071.0,970.0,101.0,0,0
4561,2022-01-21 15:55:00,1900-01-01 15:55:00,white,"3_Non-moving violation, including registration",No,0.0,101 North/ Marin City On-Ramp,17:21:41,17:50:41,1042.0,1071.0,955.0,116.0,0,0
4562,2022-01-21 17:01:00,1900-01-01 17:01:00,white,"3_Non-moving violation, including registration",No,0.0,Tam Junction ,17:21:41,17:50:41,1042.0,1071.0,1021.0,50.0,0,0
4563,2022-01-21 22:22:00,1900-01-01 22:22:00,white,2_Equipment violation,No,0.0,S Knoll Rd and 131,17:21:41,17:50:41,1042.0,1071.0,1342.0,-271.0,0,1
4564,2022-01-21 20:34:00,1900-01-01 20:34:00,white,2_Equipment violation,No,0.0,595 Redwood Hwy Frontage Rd,17:21:41,17:50:41,1042.0,1071.0,1234.0,-163.0,1,1
4565,2022-01-21 21:41:00,1900-01-01 21:41:00,white,"3_Non-moving violation, including registration",No,0.0,Bridgeway and Ebbtide,17:21:41,17:50:41,1042.0,1071.0,1301.0,-230.0,0,1
4566,2022-01-21 23:48:00,1900-01-01 23:48:00,black/african american,2_Equipment violation,No,0.0,570 Redwood Hwy Frontage Road,17:21:41,17:50:41,1042.0,1071.0,1428.0,-357.0,0,1
4569,2022-01-21 23:33:00,1900-01-01 23:33:00,white,2_Equipment violation,No,4.0,Harbor Dr/Crest Dr,17:21:41,17:50:41,1042.0,1071.0,1413.0,-342.0,0,1
4576,2022-01-21 15:56:00,1900-01-01 15:56:00,white,2_Equipment violation,No,2.0,Nb 101/Atherton Avenue,17:21:41,17:50:41,1042.0,1071.0,956.0,115.0,0,0
4578,2022-01-22 17:32:00,1900-01-01 17:32:00,hispanic/latino(a),2_Equipment violation,No,4.0,Seminary Rd/Ricardo Rd,17:22:48,17:51:44,1043.0,1072.0,1052.0,20.0,1,0
4579,2022-01-22 19:37:00,1900-01-01 19:37:00,black/african american,1_Moving violation,No,4.0,100 Bel Marin Keys Blvd,17:22:48,17:51:44,1043.0,1072.0,1177.0,-105.0,1,1
4580,2022-01-22 21:18:00,1900-01-01 21:18:00,middle eastern or south asian,2_Equipment violation,No,0.0,900 Redwood Highway Frontage Road,17:22:48,17:51:44,1043.0,1072.0,1278.0,-206.0,0,1
4581,2022-01-22 21:26:00,1900-01-01 21:26:00,black/african american,1_Moving violation,No,1.0,Downtown Nicasio,17:22:48,17:51:44,1043.0,1072.0,1286.0,-214.0,0,1
4582,2022-01-22 21:43:00,1900-01-01 21:43:00,white,2_Equipment violation,No,6.0,NB 101 / MILLER CREEK,17:22:48,17:51:44,1043.0,1072.0,1303.0,-231.0,0,1
4583,2022-01-22 21:44:00,1900-01-01 21:44:00,white,1_Moving violation,No,1.0,5616 Nicasio Valley Rd,17:22:48,17:51:44,1043.0,1072.0,1304.0,-232.0,0,1
4584,2022-01-22 21:39:00,1900-01-01 21:39:00,hispanic/latino(a),1_Moving violation,No,4.0,Hwy 101/Atherton Ave,17:22:48,17:51:44,1043.0,1072.0,1299.0,-227.0,0,1
4585,2022-01-22 22:07:00,1900-01-01 22:07:00,white,2_Equipment violation,No,3.0,100 Shoreline Highway ,17:22:48,17:51:44,1043.0,1072.0,1327.0,-255.0,0,1
4586,2022-01-22 22:07:00,1900-01-01 22:07:00,white,2_Equipment violation,No,3.0,100 Shoreline Highway,17:22:48,17:51:44,1043.0,1072.0,1327.0,-255.0,0,1
4587,2022-01-22 23:21:00,1900-01-01 23:21:00,black/african american,2_Equipment violation,No,3.0,Bridge/Bridgeway Blvd ,17:22:48,17:51:44,1043.0,1072.0,1401.0,-329.0,0,1
4591,2022-01-22 23:08:00,1900-01-01 23:08:00,black/african american,1_Moving violation,No,0.0,250 Bon Air road,17:22:48,17:51:44,1043.0,1072.0,1388.0,-316.0,0,1
4592,2022-01-22 23:35:00,1900-01-01 23:35:00,asian,2_Equipment violation,No,0.0,Sir Francis Drake at Willow Ave,17:22:48,17:51:44,1043.0,1072.0,1415.0,-343.0,0,1
4596,2022-01-21 21:28:00,1900-01-01 21:28:00,white,1_Moving violation,No,17.0,5000 Sir Francis Drake Blvd ,17:21:41,17:50:41,1042.0,1071.0,1288.0,-217.0,0,1
4597,2022-01-21 21:51:00,1900-01-01 21:51:00,white,,Yes,17.0,Montezuma Ave/Castro Street,17:21:41,17:50:41,1042.0,1071.0,1311.0,-240.0,0,1
4599,2022-01-23 15:37:00,1900-01-01 15:37:00,middle eastern or south asian,1_Moving violation,No,0.0,Almonte/ HWY 1,17:23:54,17:52:46,1044.0,1073.0,937.0,136.0,0,0
4600,2022-01-23 16:38:00,1900-01-01 16:38:00,black/african american,"3_Non-moving violation, including registration",No,0.0,1 Gate 6 Road,17:23:54,17:52:46,1044.0,1073.0,998.0,75.0,0,0
4608,2022-01-23 20:09:00,1900-01-01 20:09:00,middle eastern or south asian,1_Moving violation,No,15.0,Tiburon Blvd/Bay Vista,17:23:54,17:52:46,1044.0,1073.0,1209.0,-136.0,1,1
4609,2022-01-23 22:09:00,1900-01-01 22:09:00,asian,1_Moving violation,No,2.0,Nb 101 At Atherton ,17:23:54,17:52:46,1044.0,1073.0,1329.0,-256.0,0,1
4610,2022-01-23 21:51:00,1900-01-01 21:51:00,hispanic/latino(a),1_Moving violation,No,,San Marin @ Redwood,17:23:54,17:52:46,1044.0,1073.0,1311.0,-238.0,0,1
4612,2022-01-23 23:45:00,1900-01-01 23:45:00,white,2_Equipment violation,No,0.0,NB 101 Paradise off,17:23:54,17:52:46,1044.0,1073.0,1425.0,-352.0,0,1
