,date,time,race,race perceived prior,type,location,sunsettime,dusktime,mins_sunset,mins_dusk,mins_stop_time,mins_before_dusk,itp,dark
2917,2021-08-01,1900-01-01 21:25:00,middle eastern/south asian,False,Moving Violation,"37.86211308, -122.245893",20:17:17,20:46:52,1217.0,1247.0,1285.0,-38.0,0,1
2919,2021-08-03,1900-01-01 19:39:00,hispanic/latino,False,Moving Violation,"37.87215635, -122.2687618",20:15:15,20:44:40,1215.0,1245.0,1179.0,66.0,1,0
2920,2021-08-03,1900-01-01 18:31:00,hispanic/latino,False,Moving Violation,"37.85053418, -122.2742047",20:15:15,20:44:40,1215.0,1245.0,1111.0,134.0,1,0
2922,2021-08-04,1900-01-01 19:13:00,white,False,Non-moving violation / including registration,"37.86628828, -122.3064978",20:14:12,20:43:32,1214.0,1244.0,1153.0,91.0,1,0
2923,2021-08-04,1900-01-01 16:25:00,white,False,Non-moving violation / including registration,"37.85179056, -122.2935528",20:14:12,20:43:32,1214.0,1244.0,985.0,259.0,0,0
2924,2021-08-04,1900-01-01 15:50:00,asian,False,Non-moving violation / including registration,"37.85464707, -122.2927164",20:14:12,20:43:32,1214.0,1244.0,950.0,294.0,0,0
2925,2021-08-04,1900-01-01 15:14:00,middle eastern/south asian,False,Non-moving violation / including registration,"37.85465952, -122.2923598",20:14:12,20:43:32,1214.0,1244.0,914.0,330.0,0,0
2927,2021-08-05,1900-01-01 23:25:00,hispanic/latino,False,Moving Violation,"37.86083743, -122.271846",20:13:07,20:42:22,1213.0,1242.0,1405.0,-163.0,0,1
2932,2021-08-10,1900-01-01 15:32:00,black/african american,False,Moving Violation,"37.85505665, -122.2669174",20:07:27,20:36:16,1207.0,1236.0,932.0,304.0,0,0
2934,2021-08-10,1900-01-01 21:42:00,hispanic/latino,False,Moving Violation,"37.84687629, -122.300388",20:07:27,20:36:16,1207.0,1236.0,1302.0,-66.0,0,1
2935,2021-08-10,1900-01-01 15:31:00,hispanic/latino,False,Moving Violation,"37.87054103, -122.2797415",20:07:27,20:36:16,1207.0,1236.0,931.0,305.0,0,0
2936,2021-08-11,1900-01-01 22:34:00,white,False,Moving Violation,"37.88231474, -122.2966921",20:06:15,20:35:00,1206.0,1235.0,1354.0,-119.0,0,1
2937,2021-08-11,1900-01-01 21:58:00,black/african american,False,Moving Violation,"37.85442859, -122.2774794",20:06:15,20:35:00,1206.0,1235.0,1318.0,-83.0,0,1
2939,2021-08-11,1900-01-01 16:05:00,white,False,Moving Violation,"37.8589539, -122.267335",20:06:15,20:35:00,1206.0,1235.0,965.0,270.0,0,0
2942,2021-08-12,1900-01-01 18:46:00,asian,True,Moving Violation,"37.86552192, -122.2898343",20:05:02,20:33:42,1205.0,1234.0,1126.0,108.0,1,0
2944,2021-08-12,1900-01-01 17:58:00,white,False,Moving Violation,"37.86843346, -122.2953341",20:05:02,20:33:42,1205.0,1234.0,1078.0,156.0,1,0
2952,2021-08-12,1900-01-01 17:40:00,black/african american,True,Moving Violation,"37.86392898, -122.2789695",20:05:02,20:33:42,1205.0,1234.0,1060.0,174.0,1,0
2953,2021-08-12,1900-01-01 17:00:00,white,True,Moving Violation,"37.86557866, -122.2835305",20:05:02,20:33:42,1205.0,1234.0,1020.0,214.0,0,0
2954,2021-08-13,1900-01-01 16:19:00,black/african american,False,Moving Violation,"37.86317698, -122.2664651",20:03:48,20:32:24,1204.0,1232.0,979.0,253.0,0,0
2956,2021-08-13,1900-01-01 15:56:00,asian,False,Moving Violation,"37.86343067, -122.2648488",20:03:48,20:32:24,1204.0,1232.0,956.0,276.0,0,0
2957,2021-08-13,1900-01-01 23:52:00,white,False,Equipment Violation,"37.88077922, -122.2702921",20:03:48,20:32:24,1204.0,1232.0,1432.0,-200.0,0,1
2958,2021-08-13,1900-01-01 20:29:00,white,False,Moving Violation,"37.8695837, -122.287786",20:03:48,20:32:24,1204.0,1232.0,1229.0,3.0,1,0
2959,2021-08-13,1900-01-01 23:27:00,black/african american,False,Equipment Violation,"37.86345957, -122.2962469",20:03:48,20:32:24,1204.0,1232.0,1407.0,-175.0,0,1
2963,2021-08-14,1900-01-01 20:33:00,black/african american,False,Moving Violation,"37.86990117, -122.2821955",20:02:33,20:31:04,1203.0,1231.0,1233.0,-2.0,1,1
2966,2021-08-15,1900-01-01 22:15:00,white,False,Moving Violation,"37.86647994, -122.3056843",20:01:17,20:29:43,1201.0,1230.0,1335.0,-105.0,0,1
2967,2021-08-15,1900-01-01 19:32:00,asian,False,Moving Violation,"37.87718154, -122.2781397",20:01:17,20:29:43,1201.0,1230.0,1172.0,58.0,1,0
2968,2021-08-15,1900-01-01 19:53:00,white,False,Moving Violation,"37.85819211, -122.2800309",20:01:17,20:29:43,1201.0,1230.0,1193.0,37.0,1,0
2971,2021-08-16,1900-01-01 22:36:00,white,False,Moving Violation,"37.87032884, -122.2731939",20:00:00,20:28:22,1200.0,1228.0,1356.0,-128.0,0,1
2980,2021-08-18,1900-01-01 15:02:00,black/african american,True,Moving Violation,"37.85645718, -122.2713692",19:57:23,20:25:36,1197.0,1226.0,902.0,324.0,0,0
2982,2021-08-18,1900-01-01 15:07:00,white,True,Moving Violation,"37.84649978, -122.2747197",19:57:23,20:25:36,1197.0,1226.0,907.0,319.0,0,0
2983,2021-08-18,1900-01-01 15:42:00,black/african american,False,Moving Violation,"37.84649142, -122.2754061",19:57:23,20:25:36,1197.0,1226.0,942.0,284.0,0,0
2984,2021-08-18,1900-01-01 15:07:00,white,True,Moving Violation,"37.84649978, -122.2747197",19:57:23,20:25:36,1197.0,1226.0,907.0,319.0,0,0
2985,2021-08-19,1900-01-01 22:13:00,white,False,Moving Violation,"37.85025357, -122.2707802",19:56:03,20:24:11,1196.0,1224.0,1333.0,-109.0,0,1
2998,2021-08-20,1900-01-01 21:43:00,black/african american,False,Non-moving violation / including registration,"37.85221892, -122.2860966",19:54:42,20:22:46,1195.0,1223.0,1303.0,-80.0,0,1
2999,2021-08-20,1900-01-01 23:37:00,black/african american,False,Equipment Violation,"37.86971672, -122.2860239",19:54:42,20:22:46,1195.0,1223.0,1417.0,-194.0,0,1
3000,2021-08-20,1900-01-01 23:44:00,white,False,Moving Violation,"37.86432912, -122.2585298",19:54:42,20:22:46,1195.0,1223.0,1424.0,-201.0,0,1
3002,2021-08-21,1900-01-01 23:09:00,black/african american,False,Moving Violation,"37.86000038, -122.2974417",19:53:21,20:21:21,1193.0,1221.0,1389.0,-168.0,0,1
3003,2021-08-21,1900-01-01 23:25:00,white,False,Moving Violation,"37.85621744, -122.2529322",19:53:21,20:21:21,1193.0,1221.0,1405.0,-184.0,0,1
3004,2021-08-21,1900-01-01 22:48:00,hispanic/latino,False,Moving Violation,"37.86750231, -122.2935797",19:53:21,20:21:21,1193.0,1221.0,1368.0,-147.0,0,1
3005,2021-08-21,1900-01-01 20:28:00,black/african american,False,Moving Violation,"37.87724609, -122.2781438",19:53:21,20:21:21,1193.0,1221.0,1228.0,-7.0,1,1
3006,2021-08-21,1900-01-01 21:15:00,black/african american,False,Moving Violation,"37.86462644, -122.2503063",19:53:21,20:21:21,1193.0,1221.0,1275.0,-54.0,0,1
3007,2021-08-22,1900-01-01 21:43:00,black/african american,False,Moving Violation,"37.8673261, -122.2928031",19:51:58,20:19:54,1192.0,1220.0,1303.0,-83.0,0,1
3008,2021-08-23,1900-01-01 15:07:00,white,True,Equipment Violation,"37.86953941, -122.2735501",19:50:35,20:18:27,1191.0,1218.0,907.0,311.0,0,0
3009,2021-08-23,1900-01-01 16:59:00,white,False,Moving Violation,"37.87640216, -122.2689188",19:50:35,20:18:27,1191.0,1218.0,1019.0,199.0,0,0
3017,2021-08-24,1900-01-01 22:53:00,hispanic/latino,False,Moving Violation,"37.87033967, -122.2798601",19:49:11,20:16:59,1189.0,1217.0,1373.0,-156.0,0,1
3020,2021-08-25,1900-01-01 21:24:00,asian,False,Moving Violation,"37.86501156, -122.2921068",19:47:46,20:15:30,1188.0,1216.0,1284.0,-68.0,0,1
3021,2021-08-25,1900-01-01 18:25:00,white,True,Moving Violation,"37.86730276, -122.2816238",19:47:46,20:15:30,1188.0,1216.0,1105.0,111.0,1,0
3022,2021-08-26,1900-01-01 19:05:00,white,False,Moving Violation,"37.86899307, -122.2571613",19:46:21,20:14:01,1186.0,1214.0,1145.0,69.0,1,0
3023,2021-08-26,1900-01-01 21:17:00,white,False,Moving Violation,"37.8703465, -122.3007477",19:46:21,20:14:01,1186.0,1214.0,1277.0,-63.0,0,1
3039,2021-08-27,1900-01-01 21:18:00,hispanic/latino,False,Moving Violation,"37.88135366, -122.3032805",19:44:55,20:12:31,1185.0,1213.0,1278.0,-65.0,0,1
3041,2021-08-27,1900-01-01 21:05:00,hispanic/latino,False,Equipment Violation,"37.87137173, -122.3011359",19:44:55,20:12:31,1185.0,1213.0,1265.0,-52.0,1,1
3042,2021-08-27,1900-01-01 19:25:00,hispanic/latino,False,Equipment Violation,"37.88409266, -122.2971597",19:44:55,20:12:31,1185.0,1213.0,1165.0,48.0,1,0
3043,2021-08-27,1900-01-01 19:07:00,white,False,Moving Violation,"37.86018105, -122.2691646",19:44:55,20:12:31,1185.0,1213.0,1147.0,66.0,1,0
3044,2021-08-27,1900-01-01 21:24:00,black/african american,False,Moving Violation,"37.85742093, -122.266635",19:44:55,20:12:31,1185.0,1213.0,1284.0,-71.0,0,1
3050,2021-08-28,1900-01-01 23:52:00,white,False,Moving Violation,"37.86886333, -122.2944425",19:43:28,20:11:01,1183.0,1211.0,1432.0,-221.0,0,1
3051,2021-08-28,1900-01-01 23:04:00,white,False,Moving Violation,"37.86226693, -122.2498971",19:43:28,20:11:01,1183.0,1211.0,1384.0,-173.0,0,1
3052,2021-08-28,1900-01-01 22:55:00,hispanic/latino,False,Moving Violation,"37.87452172, -122.304551",19:43:28,20:11:01,1183.0,1211.0,1375.0,-164.0,0,1
3053,2021-08-28,1900-01-01 20:05:00,black/african american,False,Equipment Violation,"37.87754829, -122.3014886",19:43:28,20:11:01,1183.0,1211.0,1205.0,6.0,1,0
3054,2021-08-28,1900-01-01 21:44:00,asian,False,Equipment Violation,"37.8585618, -122.2921337",19:43:28,20:11:01,1183.0,1211.0,1304.0,-93.0,0,1
3055,2021-08-28,1900-01-01 19:16:00,white,False,Moving Violation,"37.8663095, -122.2700662",19:43:28,20:11:01,1183.0,1211.0,1156.0,55.0,1,0
3056,2021-08-28,1900-01-01 21:56:00,black/african american,False,Moving Violation,"37.86748073, -122.2994231",19:43:28,20:11:01,1183.0,1211.0,1316.0,-105.0,0,1
3057,2021-08-29,1900-01-01 22:34:00,hispanic/latino,False,Moving Violation,"37.87049486, -122.2843267",19:42:01,20:09:30,1182.0,1210.0,1354.0,-144.0,0,1
3058,2021-08-29,1900-01-01 16:38:00,white,False,Moving Violation,"37.86893912, -122.2853937",19:42:01,20:09:30,1182.0,1210.0,998.0,212.0,0,0
3059,2021-08-29,1900-01-01 15:59:00,black/african american,False,Moving Violation,"37.86915135, -122.284057",19:42:01,20:09:30,1182.0,1210.0,959.0,251.0,0,0
3060,2021-08-29,1900-01-01 20:31:00,white,False,Moving Violation,"37.86026211, -122.2963731",19:42:01,20:09:30,1182.0,1210.0,1231.0,-21.0,1,1
3063,2021-08-29,1900-01-01 15:59:00,black/african american,False,Moving Violation,"37.86917195, -122.2840793",19:42:01,20:09:30,1182.0,1210.0,959.0,251.0,0,0
3064,2021-08-30,1900-01-01 23:54:00,black/african american,False,Moving Violation,"37.8623752, -122.2800755",19:40:33,20:07:59,1181.0,1208.0,1434.0,-226.0,0,1
3065,2021-08-31,1900-01-01 18:54:00,white,False,Moving Violation,"37.86783055, -122.260257",19:39:04,20:06:27,1179.0,1206.0,1134.0,72.0,1,0
3066,2021-08-31,1900-01-01 17:38:00,white,False,Moving Violation,"37.86422012, -122.2550156",19:39:04,20:06:27,1179.0,1206.0,1058.0,148.0,1,0
3072,2021-09-01,1900-01-01 23:03:00,hispanic/latino,False,Moving Violation,"37.86736258, -122.2998041",19:37:35,20:04:55,1178.0,1205.0,1383.0,-178.0,0,1
3073,2021-09-01,1900-01-01 22:14:00,hispanic/latino,False,Moving Violation,"37.86586708, -122.3082712",19:37:35,20:04:55,1178.0,1205.0,1334.0,-129.0,0,1
3074,2021-09-01,1900-01-01 22:30:00,black/african american,False,Moving Violation,"37.85187723, -122.300055",19:37:35,20:04:55,1178.0,1205.0,1350.0,-145.0,0,1
3077,2021-09-02,1900-01-01 15:35:00,hispanic/latino,False,Moving Violation,"37.84780207, -122.2733756",19:36:05,20:03:22,1176.0,1203.0,935.0,268.0,0,0
3088,2021-09-03,1900-01-01 15:49:00,asian,False,Equipment Violation,"37.87109014, -122.2683849",19:34:35,20:01:49,1175.0,1202.0,949.0,253.0,0,0
3089,2021-09-03,1900-01-01 20:02:00,white,False,Moving Violation,"37.85750023, -122.2932017",19:34:35,20:01:49,1175.0,1202.0,1202.0,0.0,1,1
3092,2021-09-03,1900-01-01 21:13:00,middle eastern/south asian,False,Moving Violation,"37.86902723, -122.2929312",19:34:35,20:01:49,1175.0,1202.0,1273.0,-71.0,0,1
3093,2021-09-03,1900-01-01 22:26:00,black/african american,False,Moving Violation,"37.87134047, -122.2729459",19:34:35,20:01:49,1175.0,1202.0,1346.0,-144.0,0,1
3094,2021-09-03,1900-01-01 15:28:00,black/african american,False,Moving Violation,"37.86845827, -122.2807121",19:34:35,20:01:49,1175.0,1202.0,928.0,274.0,0,0
3095,2021-09-03,1900-01-01 23:25:00,black/african american,False,Moving Violation,"37.86893683, -122.2546289",19:34:35,20:01:49,1175.0,1202.0,1405.0,-203.0,0,1
3096,2021-09-03,1900-01-01 20:15:00,asian,False,Moving Violation,"37.88316075, -122.3019516",19:34:35,20:01:49,1175.0,1202.0,1215.0,-13.0,1,1
3097,2021-09-03,1900-01-01 22:04:00,asian,False,Moving Violation,"37.87001797, -122.2707751",19:34:35,20:01:49,1175.0,1202.0,1324.0,-122.0,0,1
3107,2021-09-04,1900-01-01 17:14:00,asian,False,Moving Violation,"37.86444212, -122.2711815",19:33:05,20:00:16,1173.0,1200.0,1034.0,166.0,0,0
3108,2021-09-04,1900-01-01 18:13:00,middle eastern/south asian,False,Moving Violation,"37.86811918, -122.2506566",19:33:05,20:00:16,1173.0,1200.0,1093.0,107.0,1,0
3109,2021-09-04,1900-01-01 18:07:00,hispanic/latino,False,Moving Violation,"37.86571617, -122.2533018",19:33:05,20:00:16,1173.0,1200.0,1087.0,113.0,1,0
3110,2021-09-04,1900-01-01 17:58:00,middle eastern/south asian,False,Equipment Violation,"37.86047844, -122.2456023",19:33:05,20:00:16,1173.0,1200.0,1078.0,122.0,1,0
3118,2021-09-04,1900-01-01 19:12:00,asian,False,Moving Violation,"37.87017899, -122.2817648",19:33:05,20:00:16,1173.0,1200.0,1152.0,48.0,1,0
3119,2021-09-04,1900-01-01 23:52:00,hispanic/latino,False,Moving Violation,"37.88140735, -122.2915942",19:33:05,20:00:16,1173.0,1200.0,1432.0,-232.0,0,1
3120,2021-09-04,1900-01-01 23:17:00,hispanic/latino,True,Moving Violation,"37.85150809, -122.2524718",19:33:05,20:00:16,1173.0,1200.0,1397.0,-197.0,0,1
3121,2021-09-04,1900-01-01 20:11:00,hispanic/latino,False,Equipment Violation,"37.87325322, -122.3041615",19:33:05,20:00:16,1173.0,1200.0,1211.0,-11.0,1,1
3122,2021-09-04,1900-01-01 19:44:00,hispanic/latino,False,Moving Violation,"37.86993788, -122.2734554",19:33:05,20:00:16,1173.0,1200.0,1184.0,16.0,1,0
3123,2021-09-04,1900-01-01 19:44:00,mixed,True,Moving Violation,"37.86730465, -122.2816473",19:33:05,20:00:16,1173.0,1200.0,1184.0,16.0,1,0
3124,2021-09-05,1900-01-01 22:31:00,asian,False,Equipment Violation,"37.86130318, -122.2803804",19:31:34,19:58:43,1172.0,1199.0,1351.0,-152.0,0,1
3125,2021-09-05,1900-01-01 19:10:00,white,False,Moving Violation,"37.88463343, -122.2745253",19:31:34,19:58:43,1172.0,1199.0,1150.0,49.0,1,0
3127,2021-09-07,1900-01-01 20:15:00,asian,False,Moving Violation,"37.86720421, -122.2635649",19:28:31,19:55:34,1169.0,1196.0,1215.0,-19.0,1,1
3128,2021-09-07,1900-01-01 19:31:00,black/african american,False,Moving Violation,"37.86267341, -122.2536383",19:28:31,19:55:34,1169.0,1196.0,1171.0,25.0,1,0
3129,2021-09-07,1900-01-01 23:59:00,black/african american,False,Moving Violation,"37.86623947, -122.2910962",19:28:31,19:55:34,1169.0,1196.0,1439.0,-243.0,0,1
3130,2021-09-07,1900-01-01 20:46:00,asian,False,Moving Violation,"37.86691448, -122.2542339",19:28:31,19:55:34,1169.0,1196.0,1246.0,-50.0,1,1
3131,2021-09-07,1900-01-01 23:24:00,asian,False,Moving Violation,"37.88140747, -122.2698796",19:28:31,19:55:34,1169.0,1196.0,1404.0,-208.0,0,1
3132,2021-09-07,1900-01-01 19:10:00,white,True,Moving Violation,"37.86463829, -122.2653982",19:28:31,19:55:34,1169.0,1196.0,1150.0,46.0,1,0
3149,2021-09-08,1900-01-01 18:27:00,white,False,Non-moving violation / including registration,"37.86168058, -122.2535839",19:26:59,19:54:00,1167.0,1194.0,1107.0,87.0,1,0
3151,2021-09-08,1900-01-01 19:48:00,white,False,Moving Violation,"37.85230584, -122.2836114",19:26:59,19:54:00,1167.0,1194.0,1188.0,6.0,1,0
3152,2021-09-08,1900-01-01 17:45:00,black/african american,False,Moving Violation,"37.86880301, -122.3004862",19:26:59,19:54:00,1167.0,1194.0,1065.0,129.0,1,0
3153,2021-09-08,1900-01-01 18:00:00,white,False,Moving Violation,"37.86926892, -122.2984803",19:26:59,19:54:00,1167.0,1194.0,1080.0,114.0,1,0
3154,2021-09-08,1900-01-01 20:22:00,black/african american,False,Moving Violation,"37.87409258, -122.2910806",19:26:59,19:54:00,1167.0,1194.0,1222.0,-28.0,1,1
3155,2021-09-08,1900-01-01 19:39:00,white,False,Moving Violation,"37.86699483, -122.2653454",19:26:59,19:54:00,1167.0,1194.0,1179.0,15.0,1,0
3156,2021-09-08,1900-01-01 18:48:00,white,True,Moving Violation,"37.85234075, -122.2831568",19:26:59,19:54:00,1167.0,1194.0,1128.0,66.0,1,0
3157,2021-09-08,1900-01-01 23:10:00,white,False,Equipment Violation,"37.84685029, -122.2718964",19:26:59,19:54:00,1167.0,1194.0,1390.0,-196.0,0,1
3163,2021-09-08,1900-01-01 17:32:00,black/african american,True,Moving Violation,"37.85882415, -122.2924497",19:26:59,19:54:00,1167.0,1194.0,1052.0,142.0,1,0
3164,2021-09-08,1900-01-01 17:00:00,white,False,Moving Violation,"37.8609275, -122.2805212",19:26:59,19:54:00,1167.0,1194.0,1020.0,174.0,0,0
3165,2021-09-08,1900-01-01 15:20:00,black/african american,True,Moving Violation,"37.88136908, -122.3004735",19:26:59,19:54:00,1167.0,1194.0,920.0,274.0,0,0
3169,2021-09-10,1900-01-01 22:23:00,black/african american,True,Non-moving violation / including registration,"37.87299342, -122.3049506",19:23:54,19:50:51,1164.0,1191.0,1343.0,-152.0,0,1
3170,2021-09-10,1900-01-01 23:18:00,black/african american,False,Moving Violation,"37.85430834, -122.2879147",19:23:54,19:50:51,1164.0,1191.0,1398.0,-207.0,0,1
3175,2021-09-11,1900-01-01 23:23:00,hispanic/latino,False,Equipment Violation,"37.84859448, -122.2934725",19:22:21,19:49:16,1162.0,1189.0,1403.0,-214.0,0,1
3178,2021-09-12,1900-01-01 23:02:00,white,False,Moving Violation,"37.86975455, -122.2734383",19:20:48,19:47:41,1161.0,1188.0,1382.0,-194.0,0,1
3179,2021-09-12,1900-01-01 21:02:00,hispanic/latino,False,Moving Violation,"37.86999529, -122.27624",19:20:48,19:47:41,1161.0,1188.0,1262.0,-74.0,1,1
3180,2021-09-12,1900-01-01 22:03:00,white,False,Moving Violation,"37.86998835, -122.2762623",19:20:48,19:47:41,1161.0,1188.0,1323.0,-135.0,0,1
3187,2021-09-14,1900-01-01 18:20:00,white,False,Moving Violation,"37.87839728, -122.2968983",19:17:41,19:44:31,1158.0,1185.0,1100.0,85.0,1,0
3188,2021-09-14,1900-01-01 19:25:00,black/african american,False,Moving Violation,"37.8696982, -122.2738329",19:17:41,19:44:31,1158.0,1185.0,1165.0,20.0,1,0
3189,2021-09-14,1900-01-01 23:29:00,asian,False,Moving Violation,"37.86701402, -122.2844104",19:17:41,19:44:31,1158.0,1185.0,1409.0,-224.0,0,1
3199,2021-09-15,1900-01-01 23:20:00,white,False,Equipment Violation,"37.86686579, -122.2965433",19:16:08,19:42:56,1156.0,1183.0,1400.0,-217.0,0,1
3200,2021-09-15,1900-01-01 21:33:00,middle eastern/south asian,False,Moving Violation,"37.86701093, -122.284414",19:16:08,19:42:56,1156.0,1183.0,1293.0,-110.0,0,1
3201,2021-09-15,1900-01-01 23:05:00,black/african american,False,Moving Violation,"37.86586431, -122.2814282",19:16:08,19:42:56,1156.0,1183.0,1385.0,-202.0,0,1
3202,2021-09-15,1900-01-01 15:02:00,asian,True,Moving Violation,"37.86869571, -122.3046196",19:16:08,19:42:56,1156.0,1183.0,902.0,281.0,0,0
3204,2021-09-15,1900-01-01 21:53:00,middle eastern/south asian,False,Moving Violation,"37.87506656, -122.2931187",19:16:08,19:42:56,1156.0,1183.0,1313.0,-130.0,0,1
3205,2021-09-15,1900-01-01 15:11:00,white,True,Moving Violation,"37.85046241, -122.2998217",19:16:08,19:42:56,1156.0,1183.0,911.0,272.0,0,0
3206,2021-09-16,1900-01-01 22:04:00,black/african american,False,Equipment Violation,"37.85204267, -122.2875947",19:14:34,19:41:21,1155.0,1181.0,1324.0,-143.0,0,1
3207,2021-09-16,1900-01-01 22:22:00,pacific islander,False,Moving Violation,"37.87774826, -122.2737164",19:14:34,19:41:21,1155.0,1181.0,1342.0,-161.0,0,1
3208,2021-09-16,1900-01-01 20:57:00,black/african american,False,Moving Violation,"37.8670685, -122.2974025",19:14:34,19:41:21,1155.0,1181.0,1257.0,-76.0,1,1
3209,2021-09-16,1900-01-01 21:49:00,white,False,Moving Violation,"37.86443452, -122.2907406",19:14:34,19:41:21,1155.0,1181.0,1309.0,-128.0,0,1
3210,2021-09-16,1900-01-01 22:46:00,black/african american,False,Moving Violation,"37.85791353, -122.2701657",19:14:34,19:41:21,1155.0,1181.0,1366.0,-185.0,0,1
3215,2021-09-16,1900-01-01 15:04:00,black/african american,False,Moving Violation,"37.86816644, -122.2772513",19:14:34,19:41:21,1155.0,1181.0,904.0,277.0,0,0
3217,2021-09-16,1900-01-01 18:31:00,black/african american,False,Moving Violation,"37.87919997, -122.3016723",19:14:34,19:41:21,1155.0,1181.0,1111.0,70.0,1,0
3218,2021-09-16,1900-01-01 20:04:00,white,False,Moving Violation,"37.86204561, -122.2533507",19:14:34,19:41:21,1155.0,1181.0,1204.0,-23.0,1,1
3222,2021-09-16,1900-01-01 23:29:00,white,False,Moving Violation,"37.87810914, -122.2950272",19:14:34,19:41:21,1155.0,1181.0,1409.0,-228.0,0,1
3226,2021-09-16,1900-01-01 22:59:00,asian,False,Moving Violation,"37.86223401, -122.2809493",19:14:34,19:41:21,1155.0,1181.0,1379.0,-198.0,0,1
3232,2021-09-17,1900-01-01 22:24:00,white,False,Moving Violation,"37.86265091, -122.253653",19:13:00,19:39:46,1153.0,1180.0,1344.0,-164.0,0,1
3233,2021-09-17,1900-01-01 19:37:00,middle eastern/south asian,False,Moving Violation,"37.86999157, -122.2730108",19:13:00,19:39:46,1153.0,1180.0,1177.0,3.0,1,0
3234,2021-09-17,1900-01-01 17:55:00,white,False,Moving Violation,"37.8804358, -122.2675629",19:13:00,19:39:46,1153.0,1180.0,1075.0,105.0,1,0
3235,2021-09-17,1900-01-01 17:35:00,white,False,Moving Violation,"37.86650692, -122.251557",19:13:00,19:39:46,1153.0,1180.0,1055.0,125.0,1,0
3237,2021-09-17,1900-01-01 18:51:00,hispanic/latino,False,Moving Violation,"37.86700138, -122.2843961",19:13:00,19:39:46,1153.0,1180.0,1131.0,49.0,1,0
3240,2021-09-17,1900-01-01 19:20:00,middle eastern/south asian,False,Moving Violation,"37.86013929, -122.2686614",19:13:00,19:39:46,1153.0,1180.0,1160.0,20.0,1,0
3243,2021-09-17,1900-01-01 23:00:00,asian,False,Moving Violation,"37.86015604, -122.2686516",19:13:00,19:39:46,1153.0,1180.0,1380.0,-200.0,0,1
3244,2021-09-17,1900-01-01 23:40:00,black/african american,False,Moving Violation,"37.86022075, -122.2686646",19:13:00,19:39:46,1153.0,1180.0,1420.0,-240.0,0,1
3245,2021-09-17,1900-01-01 20:01:00,asian,False,Moving Violation,"37.8572903, -122.2680816",19:13:00,19:39:46,1153.0,1180.0,1201.0,-21.0,1,1
3246,2021-09-17,1900-01-01 23:53:00,black/african american,False,Moving Violation,"37.86499302, -122.2722139",19:13:00,19:39:46,1153.0,1180.0,1433.0,-253.0,0,1
3247,2021-09-17,1900-01-01 23:53:00,black/african american,False,Moving Violation,"37.86499302, -122.2722139",19:13:00,19:39:46,1153.0,1180.0,1433.0,-253.0,0,1
3248,2021-09-17,1900-01-01 20:13:00,white,False,Moving Violation,"37.86637951, -122.2703338",19:13:00,19:39:46,1153.0,1180.0,1213.0,-33.0,1,1
3249,2021-09-17,1900-01-01 22:41:00,middle eastern/south asian,False,Equipment Violation,"37.87362177, -122.2826998",19:13:00,19:39:46,1153.0,1180.0,1361.0,-181.0,0,1
3250,2021-09-17,1900-01-01 21:39:00,white,False,Moving Violation,"37.84702532, -122.2723726",19:13:00,19:39:46,1153.0,1180.0,1299.0,-119.0,0,1
3251,2021-09-17,1900-01-01 21:24:00,asian,False,Moving Violation,"37.86222502, -122.2807539",19:13:00,19:39:46,1153.0,1180.0,1284.0,-104.0,0,1
3252,2021-09-17,1900-01-01 22:09:00,white,False,Moving Violation,"37.85867294, -122.2522052",19:13:00,19:39:46,1153.0,1180.0,1329.0,-149.0,0,1
3253,2021-09-17,1900-01-01 20:23:00,black/african american,False,Moving Violation,"37.85646661, -122.268842",19:13:00,19:39:46,1153.0,1180.0,1223.0,-43.0,1,1
3254,2021-09-17,1900-01-01 22:12:00,asian,False,Moving Violation,"37.8559303, -122.252876",19:13:00,19:39:46,1153.0,1180.0,1332.0,-152.0,0,1
3255,2021-09-17,1900-01-01 23:53:00,black/african american,False,Moving Violation,"37.86499302, -122.2722139",19:13:00,19:39:46,1153.0,1180.0,1433.0,-253.0,0,1
3256,2021-09-18,1900-01-01 19:49:00,hispanic/latino,False,Moving Violation,"37.86611972, -122.2574632",19:11:27,19:38:11,1151.0,1178.0,1189.0,-11.0,1,1
3257,2021-09-18,1900-01-01 23:08:00,black/african american,False,Moving Violation,"37.8574351, -122.2530623",19:11:27,19:38:11,1151.0,1178.0,1388.0,-210.0,0,1
3258,2021-09-18,1900-01-01 19:47:00,white,False,Moving Violation,"37.85995969, -122.2718095",19:11:27,19:38:11,1151.0,1178.0,1187.0,-9.0,1,1
3259,2021-09-18,1900-01-01 20:43:00,white,False,Moving Violation,"37.86250861, -122.247347",19:11:27,19:38:11,1151.0,1178.0,1243.0,-65.0,1,1
3260,2021-09-18,1900-01-01 21:36:00,white,False,Moving Violation,"37.87392406, -122.2710297",19:11:27,19:38:11,1151.0,1178.0,1296.0,-118.0,0,1
3261,2021-09-18,1900-01-01 23:42:00,white,False,Moving Violation,"37.85691085, -122.2522707",19:11:27,19:38:11,1151.0,1178.0,1422.0,-244.0,0,1
3262,2021-09-18,1900-01-01 23:48:00,hispanic/latino,False,Moving Violation,"37.86766219, -122.2590861",19:11:27,19:38:11,1151.0,1178.0,1428.0,-250.0,0,1
