,date,time,race,race perceived prior,type,location,sunsettime,dusktime,mins_sunset,mins_dusk,mins_stop_time,mins_before_dusk,itp,dark
3,2020-10-01,1900-01-01 22:26:00,hispanic/latino,False,Non-moving violation / including registration,"37.87743879, -122.2784665",18:50:54,19:17:35,1131.0,1158.0,1346.0,-188.0,0,1
4,2020-10-01,1900-01-01 23:18:00,black/african american,False,Moving Violation,"37.85650341, -122.2948728",18:50:54,19:17:35,1131.0,1158.0,1398.0,-240.0,0,1
21,2020-10-03,1900-01-01 15:17:00,white,True,Moving Violation,"37.86842247, -122.2919834",18:47:52,19:14:34,1128.0,1155.0,917.0,238.0,0,0
32,2020-10-04,1900-01-01 21:07:00,black/african american,False,Moving Violation,"37.86739272, -122.2655742",18:46:22,19:13:04,1126.0,1153.0,1267.0,-114.0,1,1
33,2020-10-04,1900-01-01 20:15:00,white,True,Equipment Violation,"37.86849199, -122.2679364",18:46:22,19:13:04,1126.0,1153.0,1215.0,-62.0,1,1
34,2020-10-04,1900-01-01 20:00:00,black/african american,False,Non-moving violation / including registration,"37.86936355, -122.2706952",18:46:22,19:13:04,1126.0,1153.0,1200.0,-47.0,1,1
35,2020-10-04,1900-01-01 20:15:00,white,True,Equipment Violation,"37.86849199, -122.2679364",18:46:22,19:13:04,1126.0,1153.0,1215.0,-62.0,1,1
36,2020-10-04,1900-01-01 19:33:00,black/african american,False,Equipment Violation,"37.86441849, -122.2918078",18:46:22,19:13:04,1126.0,1153.0,1173.0,-20.0,1,1
37,2020-10-04,1900-01-01 23:44:00,hispanic/latino,False,Moving Violation,"37.86925174, -122.3004772",18:46:22,19:13:04,1126.0,1153.0,1424.0,-271.0,0,1
38,2020-10-04,1900-01-01 23:30:00,asian,False,Moving Violation,"37.86736647, -122.281652",18:46:22,19:13:04,1126.0,1153.0,1410.0,-257.0,0,1
43,2020-10-05,1900-01-01 23:01:00,hispanic/latino,False,Moving Violation,"37.86578884, -122.2504303",18:44:52,19:11:35,1125.0,1152.0,1381.0,-229.0,0,1
44,2020-10-05,1900-01-01 22:42:00,black/african american,True,Moving Violation,"37.84528691, -122.277247",18:44:52,19:11:35,1125.0,1152.0,1362.0,-210.0,0,1
45,2020-10-05,1900-01-01 22:54:00,white,False,Non-moving violation / including registration,"37.87524409, -122.2939358",18:44:52,19:11:35,1125.0,1152.0,1374.0,-222.0,0,1
46,2020-10-05,1900-01-01 23:20:00,asian,False,Moving Violation,"37.86108994, -122.2527472",18:44:52,19:11:35,1125.0,1152.0,1400.0,-248.0,0,1
55,2020-10-06,1900-01-01 21:51:00,asian,False,Moving Violation,"37.87802621, -122.2947227",18:43:22,19:10:07,1123.0,1150.0,1311.0,-161.0,0,1
56,2020-10-06,1900-01-01 23:10:00,black/african american,False,Non-moving violation / including registration,"37.84795714, -122.2734708",18:43:22,19:10:07,1123.0,1150.0,1390.0,-240.0,0,1
57,2020-10-06,1900-01-01 22:42:00,white,False,Non-moving violation / including registration,"37.8472458, -122.2826646",18:43:22,19:10:07,1123.0,1150.0,1362.0,-212.0,0,1
63,2020-10-07,1900-01-01 23:03:00,white,False,Moving Violation,"37.86930597, -122.300373",18:41:53,19:08:39,1122.0,1149.0,1383.0,-234.0,0,1
64,2020-10-07,1900-01-01 21:45:00,middle eastern/south asian,False,Moving Violation,"37.85327604, -122.280339",18:41:53,19:08:39,1122.0,1149.0,1305.0,-156.0,0,1
65,2020-10-07,1900-01-01 19:00:00,hispanic/latino,False,Moving Violation,"37.85347206, -122.2736494",18:41:53,19:08:39,1122.0,1149.0,1140.0,9.0,1,0
66,2020-10-07,1900-01-01 23:21:00,hispanic/latino,False,Equipment Violation,"37.87841144, -122.3060043",18:41:53,19:08:39,1122.0,1149.0,1401.0,-252.0,0,1
67,2020-10-07,1900-01-01 23:32:00,black/african american,False,Equipment Violation,"37.85063419, -122.2914117",18:41:53,19:08:39,1122.0,1149.0,1412.0,-263.0,0,1
68,2020-10-07,1900-01-01 23:43:00,black/african american,False,Equipment Violation,"37.86559903, -122.2852352",18:41:53,19:08:39,1122.0,1149.0,1423.0,-274.0,0,1
71,2020-10-07,1900-01-01 23:29:00,black/african american,False,Moving Violation,"37.86841718, -122.2952588",18:41:53,19:08:39,1122.0,1149.0,1409.0,-260.0,0,1
72,2020-10-08,1900-01-01 21:43:00,hispanic/latino,False,Equipment Violation,"37.86732641, -122.281745",18:40:25,19:07:12,1120.0,1147.0,1303.0,-156.0,0,1
73,2020-10-08,1900-01-01 22:36:00,mixed,False,Equipment Violation,"37.86792991, -122.2918459",18:40:25,19:07:12,1120.0,1147.0,1356.0,-209.0,0,1
75,2020-10-08,1900-01-01 21:51:00,black/african american,True,Moving Violation,"37.84666032, -122.2733295",18:40:25,19:07:12,1120.0,1147.0,1311.0,-164.0,0,1
88,2020-10-09,1900-01-01 23:35:00,asian,False,Equipment Violation,"37.86734036, -122.3034917",18:38:57,19:05:45,1119.0,1146.0,1415.0,-269.0,0,1
89,2020-10-09,1900-01-01 20:13:00,white,False,Moving Violation,"37.87035408, -122.2686757",18:38:57,19:05:45,1119.0,1146.0,1213.0,-67.0,1,1
90,2020-10-09,1900-01-01 17:58:00,white,True,Moving Violation,"37.87608509, -122.2733895",18:38:57,19:05:45,1119.0,1146.0,1078.0,68.0,1,0
93,2020-10-09,1900-01-01 23:50:00,white,True,Non-moving violation / including registration,"37.86993627, -122.3187766",18:38:57,19:05:45,1119.0,1146.0,1430.0,-284.0,0,1
95,2020-10-09,1900-01-01 23:25:00,asian,False,Moving Violation,"37.878508, -122.2919572",18:38:57,19:05:45,1119.0,1146.0,1405.0,-259.0,0,1
96,2020-10-09,1900-01-01 22:05:00,black/african american,False,Moving Violation,"37.88437458, -122.2401673",18:38:57,19:05:45,1119.0,1146.0,1325.0,-179.0,0,1
97,2020-10-09,1900-01-01 23:32:00,white,False,Equipment Violation,"37.86930554, -122.3133694",18:38:57,19:05:45,1119.0,1146.0,1412.0,-266.0,0,1
105,2020-10-10,1900-01-01 18:16:00,white,False,Moving Violation,"37.85728041, -122.2930288",18:37:30,19:04:19,1118.0,1144.0,1096.0,48.0,1,0
112,2020-10-11,1900-01-01 22:58:00,hispanic/latino,False,Equipment Violation,"37.87108033, -122.3056049",18:36:03,19:02:54,1116.0,1143.0,1378.0,-235.0,0,1
113,2020-10-11,1900-01-01 22:06:00,black/african american,False,Equipment Violation,"37.8664729, -122.2925505",18:36:03,19:02:54,1116.0,1143.0,1326.0,-183.0,0,1
114,2020-10-11,1900-01-01 21:13:00,black/african american,False,Moving Violation,"37.87164731, -122.2737497",18:36:03,19:02:54,1116.0,1143.0,1273.0,-130.0,0,1
115,2020-10-11,1900-01-01 21:41:00,black/african american,False,Moving Violation,"37.8671586, -122.2882008",18:36:03,19:02:54,1116.0,1143.0,1301.0,-158.0,0,1
116,2020-10-11,1900-01-01 21:41:00,black/african american,False,Moving Violation,"37.8671586, -122.2882008",18:36:03,19:02:54,1116.0,1143.0,1301.0,-158.0,0,1
117,2020-10-11,1900-01-01 23:16:00,black/african american,False,Equipment Violation,"37.87031398, -122.2925529",18:36:03,19:02:54,1116.0,1143.0,1396.0,-253.0,0,1
118,2020-10-12,1900-01-01 23:44:00,white,False,Moving Violation,"37.8570575, -122.2885713",18:34:37,19:01:30,1115.0,1142.0,1424.0,-282.0,0,1
119,2020-10-12,1900-01-01 23:20:00,hispanic/latino,False,Moving Violation,"37.85231507, -122.2860775",18:34:37,19:01:30,1115.0,1142.0,1400.0,-258.0,0,1
120,2020-10-12,1900-01-01 23:29:00,white,False,Equipment Violation,"37.85863103, -122.2662867",18:34:37,19:01:30,1115.0,1142.0,1409.0,-267.0,0,1
121,2020-10-12,1900-01-01 23:44:00,white,False,Moving Violation,"37.8570575, -122.2885713",18:34:37,19:01:30,1115.0,1142.0,1424.0,-282.0,0,1
122,2020-10-12,1900-01-01 23:44:00,hispanic/latino,False,Moving Violation,"37.85707976, -122.288774",18:34:37,19:01:30,1115.0,1142.0,1424.0,-282.0,0,1
125,2020-10-13,1900-01-01 21:20:00,black/african american,False,Equipment Violation,"37.86182805, -122.2933857",18:33:12,19:00:07,1113.0,1140.0,1280.0,-140.0,0,1
126,2020-10-13,1900-01-01 19:53:00,white,False,Non-moving violation / including registration,"37.86116463, -122.2892727",18:33:12,19:00:07,1113.0,1140.0,1193.0,-53.0,1,1
127,2020-10-13,1900-01-01 23:05:00,black/african american,True,Moving Violation,"37.86890368, -122.3049383",18:33:12,19:00:07,1113.0,1140.0,1385.0,-245.0,0,1
128,2020-10-13,1900-01-01 22:02:00,black/african american,False,Moving Violation,"37.84869753, -122.2714965",18:33:12,19:00:07,1113.0,1140.0,1322.0,-182.0,0,1
129,2020-10-13,1900-01-01 22:19:00,black/african american,False,Equipment Violation,"37.86372953, -122.2962908",18:33:12,19:00:07,1113.0,1140.0,1339.0,-199.0,0,1
130,2020-10-13,1900-01-01 21:51:00,black/african american,True,Equipment Violation,"37.87206869, -122.2932025",18:33:12,19:00:07,1113.0,1140.0,1311.0,-171.0,0,1
131,2020-10-13,1900-01-01 22:30:00,black/african american,False,Moving Violation,"37.84823089, -122.2752967",18:33:12,19:00:07,1113.0,1140.0,1350.0,-210.0,0,1
133,2020-10-14,1900-01-01 18:01:00,hispanic/latino,False,Moving Violation,"37.86752976, -122.2974936",18:31:48,18:58:44,1112.0,1139.0,1081.0,58.0,1,0
134,2020-10-14,1900-01-01 22:05:00,black/african american,False,Equipment Violation,"37.86293964, -122.2810499",18:31:48,18:58:44,1112.0,1139.0,1325.0,-186.0,0,1
135,2020-10-14,1900-01-01 22:05:00,black/african american,False,Equipment Violation,"37.86293964, -122.2810499",18:31:48,18:58:44,1112.0,1139.0,1325.0,-186.0,0,1
136,2020-10-14,1900-01-01 23:47:00,white,False,Equipment Violation,"37.87603123, -122.2923642",18:31:48,18:58:44,1112.0,1139.0,1427.0,-288.0,0,1
137,2020-10-15,1900-01-01 20:09:00,black/african american,False,Moving Violation,"37.86234203, -122.2805263",18:30:24,18:57:23,1110.0,1137.0,1209.0,-72.0,1,1
138,2020-10-15,1900-01-01 22:34:00,black/african american,False,Moving Violation,"37.84201621, -122.2767559",18:30:24,18:57:23,1110.0,1137.0,1354.0,-217.0,0,1
139,2020-10-15,1900-01-01 23:28:00,black/african american,False,Moving Violation,"37.85132427, -122.26991",18:30:24,18:57:23,1110.0,1137.0,1408.0,-271.0,0,1
140,2020-10-15,1900-01-01 22:34:00,hispanic/latino,False,Moving Violation,"37.84201621, -122.2767559",18:30:24,18:57:23,1110.0,1137.0,1354.0,-217.0,0,1
141,2020-10-15,1900-01-01 21:53:00,mixed,False,Non-moving violation / including registration,"37.85294214, -122.2709604",18:30:24,18:57:23,1110.0,1137.0,1313.0,-176.0,0,1
143,2020-10-15,1900-01-01 22:56:00,asian,False,Equipment Violation,"37.85882687, -122.2936111",18:30:24,18:57:23,1110.0,1137.0,1376.0,-239.0,0,1
145,2020-10-16,1900-01-01 19:53:00,white,False,Equipment Violation,"37.86420333, -122.2816327",18:29:01,18:56:02,1109.0,1136.0,1193.0,-57.0,1,1
146,2020-10-16,1900-01-01 22:03:00,hispanic/latino,False,Equipment Violation,"37.86332553, -122.2893849",18:29:01,18:56:02,1109.0,1136.0,1323.0,-187.0,0,1
147,2020-10-16,1900-01-01 19:44:00,white,False,Moving Violation,"37.86428558, -122.2904864",18:29:01,18:56:02,1109.0,1136.0,1184.0,-48.0,1,1
148,2020-10-16,1900-01-01 19:51:00,black/african american,False,Equipment Violation,"37.86802501, -122.2984639",18:29:01,18:56:02,1109.0,1136.0,1191.0,-55.0,1,1
149,2020-10-16,1900-01-01 22:00:00,asian,False,Equipment Violation,"37.86153318, -122.2831246",18:29:01,18:56:02,1109.0,1136.0,1320.0,-184.0,0,1
150,2020-10-16,1900-01-01 21:50:00,black/african american,False,Moving Violation,"37.87786154, -122.3079966",18:29:01,18:56:02,1109.0,1136.0,1310.0,-174.0,0,1
151,2020-10-16,1900-01-01 22:07:00,white,False,Moving Violation,"37.87023579, -122.2867134",18:29:01,18:56:02,1109.0,1136.0,1327.0,-191.0,0,1
152,2020-10-16,1900-01-01 20:00:00,asian,False,Moving Violation,"37.86238178, -122.2917904",18:29:01,18:56:02,1109.0,1136.0,1200.0,-64.0,1,1
153,2020-10-16,1900-01-01 22:46:00,hispanic/latino,False,Equipment Violation,"37.87254331, -122.2980458",18:29:01,18:56:02,1109.0,1136.0,1366.0,-230.0,0,1
163,2020-10-17,1900-01-01 22:35:00,asian,False,Equipment Violation,"37.86699738, -122.2985552",18:27:39,18:54:42,1108.0,1135.0,1355.0,-220.0,0,1
164,2020-10-17,1900-01-01 22:14:00,black/african american,True,Moving Violation,"37.86564042, -122.3086144",18:27:39,18:54:42,1108.0,1135.0,1334.0,-199.0,0,1
165,2020-10-17,1900-01-01 22:56:00,asian,False,Moving Violation,"37.8741311, -122.3063766",18:27:39,18:54:42,1108.0,1135.0,1376.0,-241.0,0,1
166,2020-10-17,1900-01-01 22:34:00,hispanic/latino,False,Equipment Violation,"37.87831992, -122.3067786",18:27:39,18:54:42,1108.0,1135.0,1354.0,-219.0,0,1
167,2020-10-17,1900-01-01 21:57:00,white,False,Moving Violation,"37.85587303, -122.2712867",18:27:39,18:54:42,1108.0,1135.0,1317.0,-182.0,0,1
168,2020-10-17,1900-01-01 21:01:00,mixed,False,Non-moving violation / including registration,"37.8509563, -122.2911018",18:27:39,18:54:42,1108.0,1135.0,1261.0,-126.0,1,1
169,2020-10-17,1900-01-01 20:12:00,middle eastern/south asian,False,Moving Violation,"37.85835842, -122.2935273",18:27:39,18:54:42,1108.0,1135.0,1212.0,-77.0,1,1
170,2020-10-17,1900-01-01 20:51:00,black/african american,False,Equipment Violation,"37.85606263, -122.2792833",18:27:39,18:54:42,1108.0,1135.0,1251.0,-116.0,1,1
171,2020-10-17,1900-01-01 20:36:00,white,False,Equipment Violation,"37.87961386, -122.2831193",18:27:39,18:54:42,1108.0,1135.0,1236.0,-101.0,1,1
172,2020-10-17,1900-01-01 19:53:00,middle eastern/south asian,False,Moving Violation,"37.86885122, -122.2931499",18:27:39,18:54:42,1108.0,1135.0,1193.0,-58.0,1,1
173,2020-10-17,1900-01-01 20:10:00,middle eastern/south asian,False,Moving Violation,"37.86941839, -122.267818",18:27:39,18:54:42,1108.0,1135.0,1210.0,-75.0,1,1
174,2020-10-17,1900-01-01 23:17:00,white,False,Equipment Violation,"37.87979513, -122.297987",18:27:39,18:54:42,1108.0,1135.0,1397.0,-262.0,0,1
176,2020-10-17,1900-01-01 23:59:00,black/african american,False,Equipment Violation,"37.86581474, -122.2981795",18:27:39,18:54:42,1108.0,1135.0,1439.0,-304.0,0,1
177,2020-10-17,1900-01-01 23:43:00,black/african american,False,Moving Violation,"37.8660113, -122.3075351",18:27:39,18:54:42,1108.0,1135.0,1423.0,-288.0,0,1
182,2020-10-17,1900-01-01 23:09:00,hispanic/latino,False,Moving Violation,"37.88047423, -122.2959433",18:27:39,18:54:42,1108.0,1135.0,1389.0,-254.0,0,1
184,2020-10-18,1900-01-01 22:07:00,white,False,Non-moving violation / including registration,"37.8482188, -122.2777566",18:26:18,18:53:24,1106.0,1133.0,1327.0,-194.0,0,1
186,2020-10-18,1900-01-01 22:11:00,black/african american,False,Equipment Violation,"37.8521875, -122.2875017",18:26:18,18:53:24,1106.0,1133.0,1331.0,-198.0,0,1
187,2020-10-18,1900-01-01 22:34:00,hispanic/latino,False,Moving Violation,"37.84808827, -122.2765219",18:26:18,18:53:24,1106.0,1133.0,1354.0,-221.0,0,1
188,2020-10-18,1900-01-01 22:51:00,black/african american,False,Equipment Violation,"37.86064933, -122.2926049",18:26:18,18:53:24,1106.0,1133.0,1371.0,-238.0,0,1
193,2020-10-18,1900-01-01 16:38:00,black/african american,False,Moving Violation,"37.86021582, -122.2937603",18:26:18,18:53:24,1106.0,1133.0,998.0,135.0,0,0
195,2020-10-18,1900-01-01 19:02:00,asian,False,Moving Violation,"37.87032211, -122.2728886",18:26:18,18:53:24,1106.0,1133.0,1142.0,-9.0,1,1
202,2020-10-19,1900-01-01 20:17:00,white,False,Moving Violation,"37.84807579, -122.2778993",18:24:58,18:52:06,1105.0,1132.0,1217.0,-85.0,1,1
204,2020-10-19,1900-01-01 23:00:00,white,False,Moving Violation,"37.84969728, -122.2815285",18:24:58,18:52:06,1105.0,1132.0,1380.0,-248.0,0,1
205,2020-10-19,1900-01-01 23:00:00,black/african american,False,Moving Violation,"37.84969728, -122.2815285",18:24:58,18:52:06,1105.0,1132.0,1380.0,-248.0,0,1
207,2020-10-20,1900-01-01 16:20:00,black/african american,False,Equipment Violation,"37.8705874, -122.2664662",18:23:39,18:50:49,1104.0,1131.0,980.0,151.0,0,0
208,2020-10-20,1900-01-01 17:46:00,black/african american,False,Equipment Violation,"37.85992448, -122.25215",18:23:39,18:50:49,1104.0,1131.0,1066.0,65.0,1,0
209,2020-10-20,1900-01-01 17:46:00,white,False,Moving Violation,"37.85992448, -122.25215",18:23:39,18:50:49,1104.0,1131.0,1066.0,65.0,1,0
210,2020-10-20,1900-01-01 23:04:00,black/african american,False,Moving Violation,"37.87620859, -122.2849687",18:23:39,18:50:49,1104.0,1131.0,1384.0,-253.0,0,1
211,2020-10-20,1900-01-01 23:01:00,white,False,Equipment Violation,"37.8593349, -122.2937955",18:23:39,18:50:49,1104.0,1131.0,1381.0,-250.0,0,1
212,2020-10-21,1900-01-01 15:02:00,white,True,Moving Violation,"37.89582201, -122.279506",18:22:21,18:49:34,1102.0,1130.0,902.0,228.0,0,0
216,2020-10-22,1900-01-01 21:05:00,black/african american,False,Moving Violation,"37.85162816, -122.3000019",18:21:04,18:48:19,1101.0,1128.0,1265.0,-137.0,1,1
218,2020-10-22,1900-01-01 20:26:00,black/african american,False,Equipment Violation,"37.86230167, -122.2812726",18:21:04,18:48:19,1101.0,1128.0,1226.0,-98.0,1,1
220,2020-10-22,1900-01-01 23:57:00,black/african american,False,Moving Violation,"37.85201213, -122.2875224",18:21:04,18:48:19,1101.0,1128.0,1437.0,-309.0,0,1
221,2020-10-22,1900-01-01 19:41:00,hispanic/latino,False,Equipment Violation,"37.86801418, -122.2973186",18:21:04,18:48:19,1101.0,1128.0,1181.0,-53.0,1,1
222,2020-10-22,1900-01-01 23:35:00,white,True,Equipment Violation,"37.85167255, -122.2866629",18:21:04,18:48:19,1101.0,1128.0,1415.0,-287.0,0,1
223,2020-10-22,1900-01-01 22:53:00,black/african american,False,Moving Violation,"37.87131056, -122.2752568",18:21:04,18:48:19,1101.0,1128.0,1373.0,-245.0,0,1
224,2020-10-22,1900-01-01 23:48:00,asian,True,Moving Violation,"37.87948837, -122.300799",18:21:04,18:48:19,1101.0,1128.0,1428.0,-300.0,0,1
229,2020-10-23,1900-01-01 23:01:00,white,False,Equipment Violation,"37.86943531, -122.2947047",18:19:48,18:47:06,1100.0,1127.0,1381.0,-254.0,0,1
230,2020-10-23,1900-01-01 22:45:00,white,False,Equipment Violation,"37.85322704, -122.2788463",18:19:48,18:47:06,1100.0,1127.0,1365.0,-238.0,0,1
231,2020-10-23,1900-01-01 23:01:00,white,False,Equipment Violation,"37.86482899, -122.2686442",18:19:48,18:47:06,1100.0,1127.0,1381.0,-254.0,0,1
232,2020-10-23,1900-01-01 23:04:00,middle eastern/south asian,False,Equipment Violation,"37.84781064, -122.2783395",18:19:48,18:47:06,1100.0,1127.0,1384.0,-257.0,0,1
233,2020-10-23,1900-01-01 19:07:00,hispanic/latino,False,Non-moving violation / including registration,"37.85152443, -122.3000028",18:19:48,18:47:06,1100.0,1127.0,1147.0,-20.0,1,1
234,2020-10-23,1900-01-01 19:35:00,black/african american,False,Equipment Violation,"37.85718515, -122.2797867",18:19:48,18:47:06,1100.0,1127.0,1175.0,-48.0,1,1
235,2020-10-23,1900-01-01 23:32:00,middle eastern/south asian,False,Equipment Violation,"37.87542032, -122.2937177",18:19:48,18:47:06,1100.0,1127.0,1412.0,-285.0,0,1
236,2020-10-23,1900-01-01 21:18:00,black/african american,False,Moving Violation,"37.86816823, -122.3036159",18:19:48,18:47:06,1100.0,1127.0,1278.0,-151.0,0,1
237,2020-10-23,1900-01-01 19:46:00,hispanic/latino,False,Moving Violation,"37.86164977, -122.2896775",18:19:48,18:47:06,1100.0,1127.0,1186.0,-59.0,1,1
238,2020-10-23,1900-01-01 19:41:00,middle eastern/south asian,False,Moving Violation,"37.84713334, -122.2722634",18:19:48,18:47:06,1100.0,1127.0,1181.0,-54.0,1,1
239,2020-10-23,1900-01-01 19:14:00,asian,False,Moving Violation,"37.86453108, -122.2435473",18:19:48,18:47:06,1100.0,1127.0,1154.0,-27.0,1,1
240,2020-10-23,1900-01-01 19:31:00,black/african american,False,Equipment Violation,"37.848801, -122.2710999",18:19:48,18:47:06,1100.0,1127.0,1171.0,-44.0,1,1
241,2020-10-23,1900-01-01 19:55:00,black/african american,False,Moving Violation,"37.85572427, -122.2877318",18:19:48,18:47:06,1100.0,1127.0,1195.0,-68.0,1,1
242,2020-10-23,1900-01-01 19:59:00,white,False,Moving Violation,"37.86656283, -122.2902056",18:19:48,18:47:06,1100.0,1127.0,1199.0,-72.0,1,1
243,2020-10-23,1900-01-01 22:11:00,white,False,Moving Violation,"37.85147254, -122.2910694",18:19:48,18:47:06,1100.0,1127.0,1331.0,-204.0,0,1
244,2020-10-23,1900-01-01 19:52:00,black/african american,False,Equipment Violation,"37.85609335, -122.2795305",18:19:48,18:47:06,1100.0,1127.0,1192.0,-65.0,1,1
245,2020-10-23,1900-01-01 18:55:00,middle eastern/south asian,False,Equipment Violation,"37.86573901, -122.2911462",18:19:48,18:47:06,1100.0,1127.0,1135.0,-8.0,1,1
246,2020-10-23,1900-01-01 23:37:00,asian,False,Equipment Violation,"37.87251565, -122.2709362",18:19:48,18:47:06,1100.0,1127.0,1417.0,-290.0,0,1
247,2020-10-23,1900-01-01 22:40:00,mixed,False,Moving Violation,"37.85066919, -122.2919568",18:19:48,18:47:06,1100.0,1127.0,1360.0,-233.0,0,1
248,2020-10-23,1900-01-01 21:12:00,white,False,Equipment Violation,"37.86806006, -122.2783399",18:19:48,18:47:06,1100.0,1127.0,1272.0,-145.0,0,1
249,2020-10-23,1900-01-01 20:51:00,black/african american,False,Equipment Violation,"37.85171534, -122.2892151",18:19:48,18:47:06,1100.0,1127.0,1251.0,-124.0,1,1
251,2020-10-24,1900-01-01 23:09:00,black/african american,True,Equipment Violation,"37.88131491, -122.3009453",18:18:33,18:45:54,1099.0,1126.0,1389.0,-263.0,0,1
252,2020-10-24,1900-01-01 23:52:00,black/african american,False,Non-moving violation / including registration,"37.8517885, -122.2889094",18:18:33,18:45:54,1099.0,1126.0,1432.0,-306.0,0,1
255,2020-10-24,1900-01-01 21:54:00,black/african american,False,Non-moving violation / including registration,"37.86235736, -122.2811169",18:18:33,18:45:54,1099.0,1126.0,1314.0,-188.0,0,1
258,2020-10-24,1900-01-01 21:04:00,black/african american,False,Moving Violation,"37.84831559, -122.2777841",18:18:33,18:45:54,1099.0,1126.0,1264.0,-138.0,1,1
259,2020-10-24,1900-01-01 21:46:00,hispanic/latino,False,Moving Violation,"37.85492774, -122.2799629",18:18:33,18:45:54,1099.0,1126.0,1306.0,-180.0,0,1
260,2020-10-24,1900-01-01 22:16:00,black/african american,True,Moving Violation,"37.86151215, -122.2810216",18:18:33,18:45:54,1099.0,1126.0,1336.0,-210.0,0,1
265,2020-10-25,1900-01-01 20:58:00,black/african american,False,Moving Violation,"37.84476829, -122.2844118",18:17:19,18:44:43,1097.0,1125.0,1258.0,-133.0,1,1
266,2020-10-25,1900-01-01 20:56:00,white,False,Equipment Violation,"37.86738425, -122.2656489",18:17:19,18:44:43,1097.0,1125.0,1256.0,-131.0,1,1
267,2020-10-25,1900-01-01 19:27:00,black/african american,False,Equipment Violation,"37.86945599, -122.2660003",18:17:19,18:44:43,1097.0,1125.0,1167.0,-42.0,1,1
268,2020-10-25,1900-01-01 21:08:00,black/african american,False,Moving Violation,"37.86572991, -122.2563092",18:17:19,18:44:43,1097.0,1125.0,1268.0,-143.0,0,1
269,2020-10-25,1900-01-01 19:15:00,asian,False,Moving Violation,"37.85700546, -122.2714473",18:17:19,18:44:43,1097.0,1125.0,1155.0,-30.0,1,1
270,2020-10-25,1900-01-01 21:10:00,black/african american,False,Equipment Violation,"37.85224004, -122.2867053",18:17:19,18:44:43,1097.0,1125.0,1270.0,-145.0,0,1
271,2020-10-25,1900-01-01 22:52:00,black/african american,False,Moving Violation,"37.85440198, -122.2702214",18:17:19,18:44:43,1097.0,1125.0,1372.0,-247.0,0,1
272,2020-10-25,1900-01-01 22:03:00,mixed,False,Equipment Violation,"37.85070344, -122.2917387",18:17:19,18:44:43,1097.0,1125.0,1323.0,-198.0,0,1
273,2020-10-25,1900-01-01 21:58:00,black/african american,False,Moving Violation,"37.8692054, -122.291008",18:17:19,18:44:43,1097.0,1125.0,1318.0,-193.0,0,1
274,2020-10-25,1900-01-01 21:15:00,black/african american,False,Equipment Violation,"37.85221079, -122.2864199",18:17:19,18:44:43,1097.0,1125.0,1275.0,-150.0,0,1
281,2020-10-26,1900-01-01 22:46:00,black/african american,True,Equipment Violation,"37.85131348, -122.2911822",18:16:06,18:43:33,1096.0,1124.0,1366.0,-242.0,0,1
287,2020-10-27,1900-01-01 22:04:00,white,False,Equipment Violation,"37.85230772, -122.2858825",18:14:55,18:42:25,1095.0,1122.0,1324.0,-202.0,0,1
288,2020-10-27,1900-01-01 21:35:00,black/african american,False,Moving Violation,"37.8598076, -122.2899358",18:14:55,18:42:25,1095.0,1122.0,1295.0,-173.0,0,1
289,2020-10-27,1900-01-01 22:58:00,white,False,Equipment Violation,"37.85542624, -122.2660142",18:14:55,18:42:25,1095.0,1122.0,1378.0,-256.0,0,1
290,2020-10-27,1900-01-01 21:27:00,black/african american,False,Equipment Violation,"37.85410908, -122.2733793",18:14:55,18:42:25,1095.0,1122.0,1287.0,-165.0,0,1
291,2020-10-27,1900-01-01 23:06:00,black/african american,False,Moving Violation,"37.85564453, -122.2772997",18:14:55,18:42:25,1095.0,1122.0,1386.0,-264.0,0,1
293,2020-10-27,1900-01-01 22:49:00,black/african american,False,Equipment Violation,"37.86605274, -122.3059231",18:14:55,18:42:25,1095.0,1122.0,1369.0,-247.0,0,1
295,2020-10-27,1900-01-01 23:21:00,middle eastern/south asian,True,Moving Violation,"37.86982618, -122.2856856",18:14:55,18:42:25,1095.0,1122.0,1401.0,-279.0,0,1
296,2020-10-28,1900-01-01 22:04:00,black/african american,False,Non-moving violation / including registration,"37.84684783, -122.2726084",18:13:44,18:41:17,1094.0,1121.0,1324.0,-203.0,0,1
298,2020-10-28,1900-01-01 22:56:00,middle eastern/south asian,False,Moving Violation,"37.84946081, -122.2737565",18:13:44,18:41:17,1094.0,1121.0,1376.0,-255.0,0,1
303,2020-10-28,1900-01-01 15:04:00,white,False,Moving Violation,"37.87067075, -122.2807023",18:13:44,18:41:17,1094.0,1121.0,904.0,217.0,0,0
323,2020-10-30,1900-01-01 22:55:00,hispanic/latino,False,Moving Violation,"37.87278467, -122.2731559",18:11:28,18:39:07,1091.0,1119.0,1375.0,-256.0,0,1
324,2020-10-30,1900-01-01 21:18:00,asian,False,Moving Violation,"37.85379289, -122.27113",18:11:28,18:39:07,1091.0,1119.0,1278.0,-159.0,0,1
325,2020-10-30,1900-01-01 16:16:00,black/african american,False,Moving Violation,"37.87790596, -122.2949928",18:11:28,18:39:07,1091.0,1119.0,976.0,143.0,0,0
326,2020-10-30,1900-01-01 22:45:00,black/african american,False,Moving Violation,"37.86993553, -122.2936742",18:11:28,18:39:07,1091.0,1119.0,1365.0,-246.0,0,1
