date,time,race,type,race perceived prior,experience,location,sunsettime,dusktime,mins_sunset,mins_dusk,mins_stop_time,mins_before_dusk,itp,dark
2021-01-02 22:00:00,1900-01-01 22:00:00,white,2_Equipment violation,,4.0,E sir Francis/larkspur landing ,17:03:02,17:32:59,1023.0,1053.0,1320.0,-267.0,0,1
2021-01-01 03:08:00,1900-01-01 03:08:00,hispanic/latino(a),1_Moving violation,,1.0,Irwin St/ Fourth St,17:02:13,17:32:11,1022.0,1052.0,188.0,864.0,0,0
2021-01-03 00:43:00,1900-01-01 00:43:00,middle eastern or south asian,1_Moving violation,,6.0,400 shoreline hwy,17:03:53,17:33:48,1024.0,1054.0,43.0,1011.0,0,0
2021-01-03 02:01:00,1900-01-01 02:01:00,white,1_Moving violation,,6.0,400 shoreline highway,17:03:53,17:33:48,1024.0,1054.0,121.0,933.0,0,0
2021-01-02 21:45:00,1900-01-01 21:45:00,white,2_Equipment violation,,1.0,Sb Highway 101 at Rodeo Avenue,17:03:02,17:32:59,1023.0,1053.0,1305.0,-252.0,0,1
2021-01-02 20:45:00,1900-01-01 20:45:00,white,2_Equipment violation,,1.0,Sb Highway 101 at Rodeo Avenue,17:03:02,17:32:59,1023.0,1053.0,1245.0,-192.0,1,1
2021-01-03 08:28:00,1900-01-01 08:28:00,white,1_Moving violation,,1.0,Sb Highway 101 at Marin City,17:03:53,17:33:48,1024.0,1054.0,508.0,546.0,0,0
2021-01-03 21:09:00,1900-01-01 21:09:00,black/african american,1_Moving violation,,1.0,100 Donahue Street,17:03:53,17:33:48,1024.0,1054.0,1269.0,-215.0,1,1
2021-01-03 15:58:00,1900-01-01 15:58:00,white,"3_Non-moving violation, including registration",,,College/sir Francis drake ,17:03:53,17:33:48,1024.0,1054.0,958.0,96.0,0,0
2021-01-03 20:43:00,1900-01-01 20:43:00,hispanic/latino(a),1_Moving violation,,,N/B 101@ paradise dr. ,17:03:53,17:33:48,1024.0,1054.0,1243.0,-189.0,1,1
2021-01-03 21:15:00,1900-01-01 21:15:00,black/african american,1_Moving violation,,14.0,100 Butterfield Rd,17:03:53,17:33:48,1024.0,1054.0,1275.0,-221.0,0,1
2021-01-03 21:08:00,1900-01-01 21:08:00,white,2_Equipment violation,,2.0,Miller Creek Ave/  Marinwood Dr,17:03:53,17:33:48,1024.0,1054.0,1268.0,-214.0,1,1
2021-01-03 21:57:00,1900-01-01 21:57:00,black/african american,,,2.0,700 BLK Binford Rd,17:03:53,17:33:48,1024.0,1054.0,1317.0,-263.0,0,1
2021-01-04 07:55:00,1900-01-01 07:55:00,hispanic/latino(a),2_Equipment violation,,14.0,100 Miller Ave,17:04:45,17:34:38,1025.0,1055.0,475.0,580.0,0,0
2021-01-03 22:27:00,1900-01-01 22:27:00,white,2_Equipment violation,,16.0,10000 Shoreline Hwy,17:03:53,17:33:48,1024.0,1054.0,1347.0,-293.0,0,1
2021-01-03 21:49:00,1900-01-01 21:49:00,hispanic/latino(a),2_Equipment violation,,5.0,NB 101 offramp at Merrydale,17:03:53,17:33:48,1024.0,1054.0,1309.0,-255.0,0,1
2021-01-03 14:45:00,1900-01-01 14:45:00,white,"3_Non-moving violation, including registration",,5.0,800 alameda del Prado ,17:03:53,17:33:48,1024.0,1054.0,885.0,169.0,0,0
2021-01-04 20:12:00,1900-01-01 20:12:00,hispanic/latino(a),1_Moving violation,,2.0,Las Galinas / Blackstone,17:04:45,17:34:38,1025.0,1055.0,1212.0,-157.0,1,1
2021-01-03 16:03:00,1900-01-01 16:03:00,white,"3_Non-moving violation, including registration",,4.0,Dillon Beach/Oceana,17:03:53,17:33:48,1024.0,1054.0,963.0,91.0,0,0
2021-01-05 02:10:00,1900-01-01 02:10:00,white,"3_Non-moving violation, including registration",,6.0,Donahue st/drake ave,17:05:39,17:35:29,1026.0,1055.0,130.0,925.0,0,0
2021-01-04 07:48:00,1900-01-01 07:48:00,white,1_Moving violation,,2.0,N San Pedro Rd/ Labrea Way,17:04:45,17:34:38,1025.0,1055.0,468.0,587.0,0,0
2021-01-01 01:37:00,1900-01-01 01:37:00,white,,,2.0,3700 Redwood Hwy,17:02:13,17:32:11,1022.0,1052.0,97.0,955.0,0,0
2021-01-05 10:04:00,1900-01-01 10:04:00,black/african american,2_Equipment violation,,0.0,Highway 101 @ highway 1,17:05:39,17:35:29,1026.0,1055.0,604.0,451.0,0,0
2021-01-05 11:40:00,1900-01-01 11:40:00,hispanic/latino(a),"3_Non-moving violation, including registration",,5.0,Willow at Merrydale,17:05:39,17:35:29,1026.0,1055.0,700.0,355.0,0,0
2021-01-05 08:55:00,1900-01-01 08:55:00,hispanic/latino(a),"3_Non-moving violation, including registration",,5.0,600 North San Pedro,17:05:39,17:35:29,1026.0,1055.0,535.0,520.0,0,0
2021-01-05 17:27:00,1900-01-01 17:27:00,white,2_Equipment violation,,0.0,Shoreline/ Tennessee Valley ,17:05:39,17:35:29,1026.0,1055.0,1047.0,8.0,1,0
2021-01-05 21:56:00,1900-01-01 21:56:00,white,"3_Non-moving violation, including registration",,0.0,Redwood Highway Frontage / Tiburon Blvd. ,17:05:39,17:35:29,1026.0,1055.0,1316.0,-261.0,0,1
2021-01-06 12:17:00,1900-01-01 12:17:00,white,2_Equipment violation,,41.0,Bridgeway / harbor ,17:06:33,17:36:21,1027.0,1056.0,737.0,319.0,0,0
2021-01-03 15:07:00,1900-01-01 15:07:00,hispanic/latino(a),1_Moving violation,,11.0,Carmody Rd,17:03:53,17:33:48,1024.0,1054.0,907.0,147.0,0,0
2021-01-06 20:45:00,1900-01-01 20:45:00,hispanic/latino(a),2_Equipment violation,,1.0,Sb 101 at Rodeo Avenue,17:06:33,17:36:21,1027.0,1056.0,1245.0,-189.0,1,1
2021-01-06 21:33:00,1900-01-01 21:33:00,white,2_Equipment violation,,6.0,101 nb drake,17:06:33,17:36:21,1027.0,1056.0,1293.0,-237.0,0,1
2021-01-06 22:11:00,1900-01-01 22:11:00,hispanic/latino(a),2_Equipment violation,,6.0,100 tiburon blvd,17:06:33,17:36:21,1027.0,1056.0,1331.0,-275.0,0,1
2021-01-06 22:26:00,1900-01-01 22:26:00,white,,,6.0,S 101 at paradise bus pad,17:06:33,17:36:21,1027.0,1056.0,1346.0,-290.0,0,1
2021-01-06 22:40:00,1900-01-01 22:40:00,hispanic/latino(a),1_Moving violation,,6.0,600 redwood highway frontage,17:06:33,17:36:21,1027.0,1056.0,1360.0,-304.0,0,1
2021-01-06 22:53:00,1900-01-01 22:53:00,black/african american,"3_Non-moving violation, including registration",,4.0,101s/paradise,17:06:33,17:36:21,1027.0,1056.0,1373.0,-317.0,0,1
2021-01-06 23:46:00,1900-01-01 23:46:00,black/african american,"3_Non-moving violation, including registration",,4.0,E sir Francis drake/ larkspur landing,17:06:33,17:36:21,1027.0,1056.0,1426.0,-370.0,0,1
2021-01-07 01:04:00,1900-01-01 01:04:00,hispanic/latino(a),1_Moving violation,,6.0,00uthbound 101 at rodeo,17:07:29,17:37:14,1027.0,1057.0,64.0,993.0,0,0
2021-01-07 02:38:00,1900-01-01 02:38:00,hispanic/latino(a),2_Equipment violation,,1.0,100 Shoreline Hwy ,17:07:29,17:37:14,1027.0,1057.0,158.0,899.0,0,0
2021-01-07 02:45:00,1900-01-01 02:45:00,white,,,6.0,2000 4 street,17:07:29,17:37:14,1027.0,1057.0,165.0,892.0,0,0
2021-01-07 03:23:00,1900-01-01 03:23:00,hispanic/latino(a),"3_Non-moving violation, including registration",,4.0,100 e sir Francis drake,17:07:29,17:37:14,1027.0,1057.0,203.0,854.0,0,0
2021-01-06 20:56:00,1900-01-01 20:56:00,white,2_Equipment violation,,1.0,100 Tiburon Boulevard,17:06:33,17:36:21,1027.0,1056.0,1256.0,-200.0,1,1
2021-01-06 08:37:00,1900-01-01 08:37:00,asian,2_Equipment violation,,1.0,700 Miller Ave,17:06:33,17:36:21,1027.0,1056.0,517.0,539.0,0,0
2021-01-06 21:55:00,1900-01-01 21:55:00,white,2_Equipment violation,,1.0,700 Miller Ave,17:06:33,17:36:21,1027.0,1056.0,1315.0,-259.0,0,1
2021-01-06 11:31:00,1900-01-01 11:31:00,middle eastern or south asian,2_Equipment violation,,1.0,251 Shoreline Hwy,17:06:33,17:36:21,1027.0,1056.0,691.0,365.0,0,0
2021-01-07 03:28:00,1900-01-01 03:28:00,black/african american,2_Equipment violation,,1.0,100 Donahue,17:07:29,17:37:14,1027.0,1057.0,208.0,849.0,0,0
2021-01-07 12:01:00,1900-01-01 12:01:00,middle eastern or south asian,1_Moving violation,,18.0,100 Tiburon Blvd ,17:07:29,17:37:14,1027.0,1057.0,721.0,336.0,0,0
2021-01-07 11:59:00,1900-01-01 11:59:00,white,1_Moving violation,,41.0,Reed / Knoll,17:07:29,17:37:14,1027.0,1057.0,719.0,338.0,0,0
2021-01-07 16:07:00,1900-01-01 16:07:00,white,2_Equipment violation,,1.0,100 Shoreline ,17:07:29,17:37:14,1027.0,1057.0,967.0,90.0,0,0
2021-01-07 13:29:00,1900-01-01 13:29:00,white,,,17.0,Woodland Avenue @ Auburn Street ,17:07:29,17:37:14,1027.0,1057.0,809.0,248.0,0,0
2021-01-07 19:59:00,1900-01-01 19:59:00,white,2_Equipment violation,,1.0,500 Shoreline Hwy ,17:07:29,17:37:14,1027.0,1057.0,1199.0,-142.0,1,1
2021-01-08 01:06:00,1900-01-01 01:06:00,hispanic/latino(a),1_Moving violation,,1.0,101 00uth at Spencer ,17:08:26,17:38:08,1028.0,1058.0,66.0,992.0,0,0
2021-01-07 11:53:00,1900-01-01 11:53:00,white,,,1.0,100 redwood highway frontage rd,17:07:29,17:37:14,1027.0,1057.0,713.0,344.0,0,0
2021-01-07 23:21:00,1900-01-01 23:21:00,asian,1_Moving violation,,1.0,00utbound Highway 101 at Seminary Drive,17:07:29,17:37:14,1027.0,1057.0,1401.0,-344.0,0,1
2021-01-08 00:30:00,1900-01-01 00:30:00,white,2_Equipment violation,,1.0,100 Donahue street,17:08:26,17:38:08,1028.0,1058.0,30.0,1028.0,0,0
2021-01-08 21:23:00,1900-01-01 21:23:00,black/african american,"3_Non-moving violation, including registration",,4.0,E sir Francis drake/ larkspur landing,17:08:26,17:38:08,1028.0,1058.0,1283.0,-225.0,0,1
2021-01-09 01:23:00,1900-01-01 01:23:00,white,1_Moving violation,,1.0,500 redwood highway frontage ,17:09:23,17:39:03,1029.0,1059.0,83.0,976.0,0,0
2021-01-09 02:04:00,1900-01-01 02:04:00,white,2_Equipment violation,,6.0,600 red hill,17:09:23,17:39:03,1029.0,1059.0,124.0,935.0,0,0
2021-01-08 11:42:00,1900-01-01 11:42:00,hispanic/latino(a),2_Equipment violation,,4.0,E sir Francis drake/ larkspur landing,17:08:26,17:38:08,1028.0,1058.0,702.0,356.0,0,0
2021-01-09 00:47:00,1900-01-01 00:47:00,black/african american,2_Equipment violation,,4.0,E sir Francis drake/ larkspur landing,17:09:23,17:39:03,1029.0,1059.0,47.0,1012.0,0,0
2021-01-09 01:11:00,1900-01-01 01:11:00,black/african american,"3_Non-moving violation, including registration",,4.0,E sir Francis drake/ larkspur landing ,17:09:23,17:39:03,1029.0,1059.0,71.0,988.0,0,0
2021-01-09 01:25:00,1900-01-01 01:25:00,black/african american,2_Equipment violation,,4.0,100 e sir Francis drake,17:09:23,17:39:03,1029.0,1059.0,85.0,974.0,0,0
2021-01-09 00:17:00,1900-01-01 00:17:00,white,2_Equipment violation,,1.0,Manzanita Lot,17:09:23,17:39:03,1029.0,1059.0,17.0,1042.0,0,0
2021-01-09 23:32:00,1900-01-01 23:32:00,black/african american,2_Equipment violation,,1.0,100 Drake Avenue,17:09:23,17:39:03,1029.0,1059.0,1412.0,-353.0,0,1
2021-01-09 00:40:00,1900-01-01 00:40:00,black/african american,2_Equipment violation,,1.0,Northbound Highway 101 at Seminary Drive,17:09:23,17:39:03,1029.0,1059.0,40.0,1019.0,0,0
2021-01-09 08:51:00,1900-01-01 08:51:00,white,1_Moving violation,,18.0,800 Redwood Frontage on 101 Nb ,17:09:23,17:39:03,1029.0,1059.0,531.0,528.0,0,0
2021-01-09 14:08:00,1900-01-01 14:08:00,black/african american,2_Equipment violation,,,Donahue St/turners Drive,17:09:23,17:39:03,1029.0,1059.0,848.0,211.0,0,0
2021-01-09 19:45:00,1900-01-01 19:45:00,white,1_Moving violation,,11.0,SR1 at Mesa,17:09:23,17:39:03,1029.0,1059.0,1185.0,-126.0,1,1
2021-01-09 23:09:00,1900-01-01 23:09:00,white,2_Equipment violation,,6.0,100 drake ,17:09:23,17:39:03,1029.0,1059.0,1389.0,-330.0,0,1
2021-01-09 23:26:00,1900-01-01 23:26:00,hispanic/latino(a),"3_Non-moving violation, including registration",,4.0,Fifer/lucky ,17:09:23,17:39:03,1029.0,1059.0,1406.0,-347.0,0,1
2021-01-09 23:44:00,1900-01-01 23:44:00,white,,,6.0,14 lucky,17:09:23,17:39:03,1029.0,1059.0,1424.0,-365.0,0,1
2021-01-09 19:02:00,1900-01-01 19:02:00,white,,,3.0,2000 Elderberry Ln,17:09:23,17:39:03,1029.0,1059.0,1142.0,-83.0,1,1
2021-01-09 21:05:00,1900-01-01 21:05:00,middle eastern or south asian,2_Equipment violation,,1.0,500 Highway Frontage Road,17:09:23,17:39:03,1029.0,1059.0,1265.0,-206.0,1,1
2021-01-10 00:05:00,1900-01-01 00:05:00,black/african american,,,1.0,100 Shoreline Highway,17:10:22,17:39:59,1030.0,1060.0,5.0,1055.0,0,0
2021-01-09 21:13:00,1900-01-01 21:13:00,hispanic/latino(a),2_Equipment violation,,3.0,600 Redwood Hwy Frontage,17:09:23,17:39:03,1029.0,1059.0,1273.0,-214.0,0,1
2021-01-10 00:05:00,1900-01-01 00:05:00,black/african american,2_Equipment violation,,1.0,100 Shoreline Highway,17:10:22,17:39:59,1030.0,1060.0,5.0,1055.0,0,0
2021-01-01 01:52:00,1900-01-01 01:52:00,hispanic/latino(a),2_Equipment violation,,3.0,N San Pedro at NB 101,17:02:13,17:32:11,1022.0,1052.0,112.0,940.0,0,0
2021-01-01 01:52:00,1900-01-01 01:52:00,hispanic/latino(a),2_Equipment violation,,3.0,N San Pedro Rd at NB 101,17:02:13,17:32:11,1022.0,1052.0,112.0,940.0,0,0
2021-01-10 12:16:00,1900-01-01 12:16:00,hispanic/latino(a),,,,Marinwood Market,17:10:22,17:39:59,1030.0,1060.0,736.0,324.0,0,0
2021-01-10 12:30:00,1900-01-01 12:30:00,white,2_Equipment violation,,,NB 101 @ Rowland ,17:10:22,17:39:59,1030.0,1060.0,750.0,310.0,0,0
2021-01-11 00:08:00,1900-01-01 00:08:00,hispanic/latino(a),,,5.0,100 BLK DONAHUE,17:11:22,17:40:55,1031.0,1061.0,8.0,1053.0,0,0
2021-01-11 05:25:00,1900-01-01 05:25:00,hispanic/latino(a),1_Moving violation,,2.0,SB 101/Lucas valley ,17:11:22,17:40:55,1031.0,1061.0,325.0,736.0,0,0
2021-01-10 16:24:00,1900-01-01 16:24:00,white,2_Equipment violation,,16.0,11000 Shoreline Hwy,17:10:22,17:39:59,1030.0,1060.0,984.0,76.0,0,0
2021-01-11 01:08:00,1900-01-01 01:08:00,white,"3_Non-moving violation, including registration",,0.0,Tiburon Blvd/ Redwood Highway Frontage ,17:11:22,17:40:55,1031.0,1061.0,68.0,993.0,0,0
2021-01-11 01:08:00,1900-01-01 01:08:00,white,"3_Non-moving violation, including registration",,0.0,Tiburon Blvd / Redwood Highway Frontage ,17:11:22,17:40:55,1031.0,1061.0,68.0,993.0,0,0
2021-01-11 17:45:00,1900-01-01 17:45:00,white,1_Moving violation,,4.0,Shoreline Hwy/Cedar Rd,17:11:22,17:40:55,1031.0,1061.0,1065.0,-4.0,1,1
2021-01-11 20:54:00,1900-01-01 20:54:00,white,1_Moving violation,,2.0,BMK/Bahama Reef,17:11:22,17:40:55,1031.0,1061.0,1254.0,-193.0,1,1
2021-01-12 00:49:00,1900-01-01 00:49:00,asian,1_Moving violation,,14.0,Hwy 101/N San Pedro Rd,17:12:22,17:41:53,1032.0,1062.0,49.0,1013.0,0,0
2021-01-12 20:39:00,1900-01-01 20:39:00,white,"3_Non-moving violation, including registration",,6.0,1500 Sir Francis Drake Blvd,17:12:22,17:41:53,1032.0,1062.0,1239.0,-177.0,1,1
2021-01-12 20:19:00,1900-01-01 20:19:00,hispanic/latino(a),1_Moving violation,,2.0,Knight Dr/ Point San Pedro,17:12:22,17:41:53,1032.0,1062.0,1219.0,-157.0,1,1
2021-01-12 22:37:00,1900-01-01 22:37:00,black/african american,1_Moving violation,,14.0,800 Sir Francis Drake Blvd ,17:12:22,17:41:53,1032.0,1062.0,1357.0,-295.0,0,1
2021-01-12 22:37:00,1900-01-01 22:37:00,white,1_Moving violation,,2.0,Las Gallinas/Roundtree,17:12:22,17:41:53,1032.0,1062.0,1357.0,-295.0,0,1
2021-01-12 20:36:00,1900-01-01 20:36:00,hispanic/latino(a),2_Equipment violation,,2.0,NB101/Rowland,17:12:22,17:41:53,1032.0,1062.0,1236.0,-174.0,1,1
2021-01-13 11:02:00,1900-01-01 11:02:00,white,1_Moving violation,,41.0,San Anselmo / Belle Ave,17:13:24,17:42:51,1033.0,1063.0,662.0,401.0,0,0
2021-01-13 01:15:00,1900-01-01 01:15:00,hispanic/latino(a),"3_Non-moving violation, including registration",,0.0,Coloma / Olima St,17:13:24,17:42:51,1033.0,1063.0,75.0,988.0,0,0
2021-01-13 15:50:00,1900-01-01 15:50:00,black/african american,1_Moving violation,,41.0,100 drake ave,17:13:24,17:42:51,1033.0,1063.0,950.0,113.0,0,0
2021-01-13 10:45:00,1900-01-01 10:45:00,white,1_Moving violation,,,Nb hwy 101 north of tiburon blvd,17:13:24,17:42:51,1033.0,1063.0,645.0,418.0,0,0
2021-01-12 23:05:00,1900-01-01 23:05:00,black/african american,1_Moving violation,,14.0,800 Sir Francis Drake Blvd,17:12:22,17:41:53,1032.0,1062.0,1385.0,-323.0,0,1
2021-01-13 22:30:00,1900-01-01 22:30:00,white,1_Moving violation,,14.0,500 Sir Francis Drake Blvd,17:13:24,17:42:51,1033.0,1063.0,1350.0,-287.0,0,1
2021-01-13 10:56:00,1900-01-01 10:56:00,hispanic/latino(a),2_Equipment violation,,2.0,N San Pedro Rd/ Merrydale Rd,17:13:24,17:42:51,1033.0,1063.0,656.0,407.0,0,0
2021-01-14 03:45:00,1900-01-01 03:45:00,hispanic/latino(a),2_Equipment violation,,2.0,N San Pedro Rd/ Meadow Dr,17:14:26,17:43:50,1034.0,1064.0,225.0,839.0,0,0
2021-01-14 17:33:00,1900-01-01 17:33:00,white,2_Equipment violation,,1.0,4000 Bridgeway ,17:14:26,17:43:50,1034.0,1064.0,1053.0,11.0,1,0
2021-01-14 18:06:00,1900-01-01 18:06:00,white,2_Equipment violation,,1.0,Nb 101 Bridgeway on-ramp ,17:14:26,17:43:50,1034.0,1064.0,1086.0,-22.0,1,1
2021-01-14 18:18:00,1900-01-01 18:18:00,white,1_Moving violation,,1.0,Sb 101 at 1,17:14:26,17:43:50,1034.0,1064.0,1098.0,-34.0,1,1
2021-01-15 00:00:00,1900-01-01 00:00:00,white,"3_Non-moving violation, including registration",,4.0,East blithedale/tower,17:15:29,17:44:49,1035.0,1065.0,0.0,1065.0,0,0
2021-01-14 08:02:00,1900-01-01 08:02:00,black/african american,1_Moving violation,,1.0,600 redwood highway frontage ,17:14:26,17:43:50,1034.0,1064.0,482.0,582.0,0,0
2021-01-15 02:02:00,1900-01-01 02:02:00,white,2_Equipment violation,,1.0,500 redwood highway frontage ,17:15:29,17:44:49,1035.0,1065.0,122.0,943.0,0,0
2021-01-14 21:07:00,1900-01-01 21:07:00,white,1_Moving violation,,3.0,Manuel T Freitas PWK at NB Hwy 101,17:14:26,17:43:50,1034.0,1064.0,1267.0,-203.0,1,1
2021-01-15 08:15:00,1900-01-01 08:15:00,hispanic/latino(a),"3_Non-moving violation, including registration",,1.0,US101S/ Rowland Blvd,17:15:29,17:44:49,1035.0,1065.0,495.0,570.0,0,0
2021-01-14 14:25:00,1900-01-01 14:25:00,white,1_Moving violation,,1.0,US101S/ Tiburon Blvd,17:14:26,17:43:50,1034.0,1064.0,865.0,199.0,0,0
2021-01-08 23:05:00,1900-01-01 23:05:00,asian,,,5.0,Hwy 101/Lucas Valley ,17:08:26,17:38:08,1028.0,1058.0,1385.0,-327.0,0,1
2021-01-09 00:37:00,1900-01-01 00:37:00,hispanic/latino(a),,,5.0,Labrea Way/Adrian Way ,17:09:23,17:39:03,1029.0,1059.0,37.0,1022.0,0,0
2021-01-16 11:00:00,1900-01-01 11:00:00,white,,,1.0,700 Redwood Highway Frontage Road,17:16:32,17:45:49,1037.0,1066.0,660.0,406.0,0,0
2021-01-16 11:17:00,1900-01-01 11:17:00,hispanic/latino(a),"3_Non-moving violation, including registration",,,Redwood/Ross Common ,17:16:32,17:45:49,1037.0,1066.0,677.0,389.0,0,0
2021-01-16 14:15:00,1900-01-01 14:15:00,white,1_Moving violation,,11.0,6800 Pt Reyes Petaluma ,17:16:32,17:45:49,1037.0,1066.0,855.0,211.0,0,0
2021-01-16 15:11:00,1900-01-01 15:11:00,hispanic/latino(a),2_Equipment violation,,11.0,300 Hicks Valley,17:16:32,17:45:49,1037.0,1066.0,911.0,155.0,0,0
2021-01-17 01:15:00,1900-01-01 01:15:00,pacific islander,"3_Non-moving violation, including registration",,5.0,Hwy 101/Ignacio ,17:17:36,17:46:50,1038.0,1067.0,75.0,992.0,0,0
2021-01-16 06:22:00,1900-01-01 06:22:00,hispanic/latino(a),2_Equipment violation,,1.0,500 redwood highway frontage ,17:16:32,17:45:49,1037.0,1066.0,382.0,684.0,0,0
2021-01-17 01:19:00,1900-01-01 01:19:00,hispanic/latino(a),2_Equipment violation,,1.0,Nb 101 and 131,17:17:36,17:46:50,1038.0,1067.0,79.0,988.0,0,0
2021-01-17 02:08:00,1900-01-01 02:08:00,white,,,1.0,100 Shoreline Hwy ,17:17:36,17:46:50,1038.0,1067.0,128.0,939.0,0,0
2021-01-16 15:15:00,1900-01-01 15:15:00,middle eastern or south asian,1_Moving violation,,11.0,Rocky Hill,17:16:32,17:45:49,1037.0,1066.0,915.0,151.0,0,0
2021-01-16 23:20:00,1900-01-01 23:20:00,asian,1_Moving violation,,1.0,Northbound 101/Tiburon Boulevard,17:16:32,17:45:49,1037.0,1066.0,1400.0,-334.0,0,1
2021-01-17 23:26:00,1900-01-01 23:26:00,black/african american,2_Equipment violation,,1.0,Northbound 101/Seminary Drive,17:17:36,17:46:50,1038.0,1067.0,1406.0,-339.0,0,1
2021-01-17 00:41:00,1900-01-01 00:41:00,hispanic/latino(a),2_Equipment violation,,1.0,Northbound 101/Paradise,17:17:36,17:46:50,1038.0,1067.0,41.0,1026.0,0,0
2021-01-17 00:03:00,1900-01-01 00:03:00,white,2_Equipment violation,,3.0,500 Shoreline Hwy,17:17:36,17:46:50,1038.0,1067.0,3.0,1064.0,0,0
2021-01-17 01:55:00,1900-01-01 01:55:00,asian,1_Moving violation,,1.0,500 Redwood Highway Frontage Road,17:17:36,17:46:50,1038.0,1067.0,115.0,952.0,0,0
2021-01-17 16:47:00,1900-01-01 16:47:00,white,,,0.0,Donahue/ Drake ,17:17:36,17:46:50,1038.0,1067.0,1007.0,60.0,0,0
2021-01-17 22:30:00,1900-01-01 22:30:00,white,1_Moving violation,,14.0,Butterfield Rd/VanWinkle Dr,17:17:36,17:46:50,1038.0,1067.0,1350.0,-283.0,0,1
2021-01-13 13:43:00,1900-01-01 13:43:00,white,2_Equipment violation,,16.0,5000 Nicasio Valley Rd,17:13:24,17:42:51,1033.0,1063.0,823.0,240.0,0,0
2021-01-13 14:00:00,1900-01-01 14:00:00,white,2_Equipment violation,,16.0,7000 Point Reyes-Petaluma Rd,17:13:24,17:42:51,1033.0,1063.0,840.0,223.0,0,0
2021-01-13 14:14:00,1900-01-01 14:14:00,white,2_Equipment violation,,16.0,Point Reyes-Petaluma Rd/ D St Extension ,17:13:24,17:42:51,1033.0,1063.0,854.0,209.0,0,0
2021-01-18 16:49:00,1900-01-01 16:49:00,hispanic/latino(a),,,0.0,Redwood Highway Frontage / Thomas Dr,17:18:41,17:47:51,1039.0,1068.0,1009.0,59.0,0,0
2021-01-18 16:49:00,1900-01-01 16:49:00,hispanic/latino(a),,,0.0,Redwood Highway Frontage Rd/ Thomas Dr,17:18:41,17:47:51,1039.0,1068.0,1009.0,59.0,0,0
2021-01-18 19:57:00,1900-01-01 19:57:00,white,"3_Non-moving violation, including registration",,,500 Redwood highway frontage rd ,17:18:41,17:47:51,1039.0,1068.0,1197.0,-129.0,1,1
2021-01-18 21:33:00,1900-01-01 21:33:00,white,1_Moving violation,,,700 redwood highway frontage rd ,17:18:41,17:47:51,1039.0,1068.0,1293.0,-225.0,0,1
2021-01-18 23:34:00,1900-01-01 23:34:00,white,2_Equipment violation,,,Miller creek/marinwood ,17:18:41,17:47:51,1039.0,1068.0,1414.0,-346.0,0,1
2021-01-18 08:20:00,1900-01-01 08:20:00,hispanic/latino(a),1_Moving violation,,,SB 101 @ Marin City off-ramp,17:18:41,17:47:51,1039.0,1068.0,500.0,568.0,0,0
2021-01-19 10:51:00,1900-01-01 10:51:00,white,2_Equipment violation,,,Redwood Hwy Frontage @ Seminary,17:19:46,17:48:52,1040.0,1069.0,651.0,418.0,0,0
2021-01-18 17:15:00,1900-01-01 17:15:00,black/african american,1_Moving violation,,,Redwood Hwy Frontage Rd @ Reed Blvd,17:18:41,17:47:51,1039.0,1068.0,1035.0,33.0,0,0
2021-01-19 23:58:00,1900-01-01 23:58:00,hispanic/latino(a),1_Moving violation,,,Circle/Los ranchitos,17:19:46,17:48:52,1040.0,1069.0,1438.0,-369.0,0,1
2021-01-19 14:05:00,1900-01-01 14:05:00,white,1_Moving violation,,,Circle/Los ranchitos,17:19:46,17:48:52,1040.0,1069.0,845.0,224.0,0,0
2021-01-19 21:57:00,1900-01-01 21:57:00,hispanic/latino(a),1_Moving violation,,14.0,580 East/Sir Francis Drake Blvd ,17:19:46,17:48:52,1040.0,1069.0,1317.0,-248.0,0,1
2021-01-19 23:33:00,1900-01-01 23:33:00,white,,,6.0,6400 Sir Francis Drake Blvd,17:19:46,17:48:52,1040.0,1069.0,1413.0,-344.0,0,1
2021-01-19 23:33:00,1900-01-01 23:33:00,white,,,6.0,6400 Sir Francis Drake Blvd ,17:19:46,17:48:52,1040.0,1069.0,1413.0,-344.0,0,1
2021-01-20 02:37:00,1900-01-01 02:37:00,pacific islander,2_Equipment violation,,14.0,Sir Francis Drake Blvd/Bon Air Rd,17:20:51,17:49:54,1041.0,1070.0,157.0,913.0,0,0
2021-01-19 08:42:00,1900-01-01 08:42:00,white,2_Equipment violation,,,Greenhill @ W California ,17:19:46,17:48:52,1040.0,1069.0,522.0,547.0,0,0
2021-01-20 10:29:00,1900-01-01 10:29:00,black/african american,,,,N/B 101 St Vincents,17:20:51,17:49:54,1041.0,1070.0,629.0,441.0,0,0
2021-01-20 13:40:00,1900-01-01 13:40:00,hispanic/latino(a),,,,100 wharf rd,17:20:51,17:49:54,1041.0,1070.0,820.0,250.0,0,0
2021-01-20 13:44:00,1900-01-01 13:44:00,white,,,,100 wharf rd,17:20:51,17:49:54,1041.0,1070.0,824.0,246.0,0,0
2021-01-20 16:11:00,1900-01-01 16:11:00,hispanic/latino(a),2_Equipment violation,,1.0,100 Donahue ,17:20:51,17:49:54,1041.0,1070.0,971.0,99.0,0,0
2021-01-20 16:30:00,1900-01-01 16:30:00,white,2_Equipment violation,,1.0,500 redwood highway frontage ,17:20:51,17:49:54,1041.0,1070.0,990.0,80.0,0,0
